"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","998.1","1007.9","999.3","2021-06-01 21:18","997.0","2021-06-01 13:55","26.7","32.7","2021-06-01 13:06","24.0","2021-06-01 03:38","24.4","88","62","2021-06-01 13:23","0.9","130","8.5","180","2021-06-01 14:43","12.5","1.8","4.5","2021-06-01 14:50","8.0","2021-06-01 14:43","1.6","11.9","15.12","18.4","-1.7","9","2021-06-01 13:00","8.6"
"02","998.7","1008.5","1000.2","2021-06-02 21:58","996.5","2021-06-02 15:22","29.0","34.9","2021-06-02 11:31","25.1","2021-06-02 01:52","24.0","76","52","2021-06-02 10:42","1.3","240","7.2","250","2021-06-02 16:26","0.0","0.0","0.0","...","0.0","...","5.7","42.2","21.40","17.5","6.0","10","2021-06-02 11:00","7.6"
"03","997.3","1007.0","999.5","2021-06-03 00:09","994.9","2021-06-03 16:04","30.0","35.0","2021-06-03 13:39","25.5","2021-06-03 05:26","24.0","72","46","2021-06-03 11:51","1.8","220","8.2","240","2021-06-03 15:59","0.0","0.0","0.0","...","0.0","...","9.3","68.8","26.05","16.8","5.3","12","2021-06-03 13:00","7.3"
"04","994.7","1004.4","996.7","2021-06-04 00:01","992.3","2021-06-04 15:07","29.6","34.2","2021-06-04 11:25","26.1","2021-06-04 23:49","25.1","78","54","2021-06-04 10:50","1.7","210","8.2","320","2021-06-04 14:55","3.5","3.4","0.5","2021-06-04 20:25","2.0","2021-06-04 21:46","4.6","34.0","17.01","13.5","-3.5","10","2021-06-04 11:00","8.8"
"05","994.7","1004.5","996.1","2021-06-05 21:13","992.9","2021-06-05 15:49","26.2","30.6","2021-06-05 13:07","24.0","2021-06-05 18:13","24.6","91","68","2021-06-05 13:37","1.5","200","10.6","200","2021-06-05 17:12","86.0","8.7","10.0","2021-06-05 17:42","45.5","2021-06-05 17:36","0.2","1.5","7.93","15.8","-2.3","8","2021-06-05 13:00","10.0"
"06","996.2","1006.0","999.2","2021-06-06 21:51","993.9","2021-06-06 03:14","24.6","27.1","2021-06-06 12:07","23.4","2021-06-06 21:48","23.9","96","83","2021-06-06 12:13","0.8","210","7.6","240","2021-06-06 16:44","44.0","10.6","5.5","2021-06-06 16:26","11.0","2021-06-06 00:40","0.0","0.0","4.22","10.5","-1.4","3","2021-06-06 12:00","9.9"
"07","1000.1","1009.9","1002.1","2021-06-07 23:45","998.3","2021-06-07 01:42","27.0","32.0","2021-06-07 11:29","23.4","2021-06-07 05:10","22.7","78","57","2021-06-07 11:30","1.0","200","9.8","200","2021-06-07 12:18","0.0","0.0","0.0","...","0.0","...","2.1","15.5","15.41","16.4","2.3","9","2021-06-07 11:00","8.6"
"08","1000.7","1010.4","1002.0","2021-06-08 19:45","998.8","2021-06-08 14:56","27.9","33.7","2021-06-08 11:28","23.9","2021-06-08 22:05","22.8","76","50","2021-06-08 11:28","1.1","130","8.6","220","2021-06-08 18:05","5.0","2.1","2.0","2021-06-08 18:08","4.5","2021-06-08 18:08","6.1","45.0","21.45","16.8","-3.9","10","2021-06-08 11:00","7.9"
"09","999.1","1008.8","1001.2","2021-06-09 00:18","996.5","2021-06-09 16:28","28.6","33.7","2021-06-09 11:39","23.2","2021-06-09 05:03","23.0","74","49","2021-06-09 14:11","1.5","220","8.4","350","2021-06-09 14:32","2.0","1.6","1.0","2021-06-09 00:13","1.5","2021-06-09 00:13","8.6","63.4","25.86","16.0","6.0","11","2021-06-09 12:00","7.9"
