"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1008.3","1018.5","1010.0","2021-12-01 08:39","1005.8","2021-12-01 14:39","17.4","22.3","2021-12-01 12:48","14.5","2021-12-01 06:48","7.5","53","39","2021-12-01 12:49","3.1","20","10.5","10","2021-12-01 00:14","0.0","0.0","0.0","...","0.0","...","7.9","74.0","16.49","14.5","2.4","6","2021-12-01 12:00","3.9"
"02","1009.1","1019.3","1011.1","2021-12-02 23:59","1006.4","2021-12-02 14:53","17.6","22.2","2021-12-02 12:41","14.5","2021-12-02 06:44","9.9","61","47","2021-12-02 12:41","1.9","360","10.4","330","2021-12-02 14:33","0.0","0.0","0.0","...","0.0","...","9.0","84.3","15.81","12.8","3.2","5","2021-12-02 13:00","2.8"
"03","1009.7","1019.9","1011.3","2021-12-03 00:10","1007.1","2021-12-03 13:31","17.2","22.9","2021-12-03 12:17","12.7","2021-12-03 23:49","7.1","53","32","2021-12-03 14:04","2.0","10","11.0","20","2021-12-03 12:39","0.0","0.0","0.0","...","0.0","...","9.6","90.0","17.44","17.5","4.6","5","2021-12-03 12:00","0.0"
"04","1010.3","1020.5","1012.0","2021-12-04 08:07","1008.2","2021-12-04 14:38","17.1","24.5","2021-12-04 13:26","10.9","2021-12-04 05:53","6.9","54","28","2021-12-04 14:21","1.2","360","7.1","10","2021-12-04 13:02","0.0","0.0","0.0","...","0.0","...","9.6","90.1","17.33","17.5","2.7","5","2021-12-04 12:00","0.0"
"05","1009.7","1019.8","1011.8","2021-12-05 08:20","1007.4","2021-12-05 15:07","18.7","26.4","2021-12-05 13:12","12.8","2021-12-05 06:29","11.4","65","31","2021-12-05 12:33","1.4","350","7.8","30","2021-12-05 16:00","0.0","0.0","0.0","...","0.0","...","9.5","89.2","16.66","18.0","2.3","5","2021-12-05 12:00","0.0"
"06","1007.7","1017.8","1009.1","2021-12-06 00:03","1005.8","2021-12-06 14:52","19.8","25.3","2021-12-06 13:20","14.7","2021-12-06 05:57","14.8","74","55","2021-12-06 13:17","1.8","20","10.5","320","2021-12-06 14:27","0.0","0.0","0.0","...","0.0","...","9.6","90.2","16.83","14.6","3.0","5","2021-12-06 12:00","1.8"
"07","1009.1","1019.2","1010.9","2021-12-07 22:14","1007.5","2021-12-07 14:00","19.4","25.8","2021-12-07 13:30","14.8","2021-12-07 06:27","13.4","70","45","2021-12-07 13:31","1.3","360","7.8","10","2021-12-07 16:09","0.0","0.0","0.0","...","0.0","...","7.8","73.3","13.52","17.1","3.2","5","2021-12-07 12:00","0.0"
"08","1010.8","1021.0","1012.6","2021-12-08 08:51","1009.0","2021-12-08 14:18","19.4","25.9","2021-12-08 13:47","14.6","2021-12-08 05:15","12.9","68","44","2021-12-08 12:32","1.0","160","7.0","360","2021-12-08 14:59","0.0","0.0","0.0","...","0.0","...","9.4","88.4","16.23","16.4","3.0","5","2021-12-08 12:00","0.0"
"09","1010.6","1020.7","1012.4","2021-12-09 09:06","1009.1","2021-12-09 14:46","20.4","26.5","2021-12-09 12:58","16.0","2021-12-09 06:44","15.3","74","45","2021-12-09 12:30","0.9","100","7.1","310","2021-12-09 15:55","0.0","0.0","0.0","...","0.0","...","9.2","86.6","15.40","12.0","2.1","4","2021-12-09 12:00","2.1"
"10","1009.1","1019.2","1010.7","2021-12-10 08:21","1006.8","2021-12-10 14:54","20.7","27.2","2021-12-10 14:29","15.4","2021-12-10 06:08","14.6","70","41","2021-12-10 13:03","0.7","190","5.0","250","2021-12-10 14:27","0.0","0.0","0.0","...","0.0","...","9.3","87.6","15.84","15.5","3.0","5","2021-12-10 12:00","0.8"
