"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1000.0","1009.7","1001.8","2021-10-01 21:58","998.0","2021-10-01 15:11","29.1","33.6","2021-10-01 12:12","26.1","2021-10-01 05:34","23.0","71","47","2021-10-01 11:51","1.2","350","6.6","360","2021-10-01 15:22","0.0","0.0","0.0","...","0.0","...","8.7","73.7","19.15","13.3","4.5","8","2021-10-01 12:00","3.8"
"02","1001.7","1011.5","1003.5","2021-10-02 08:45","999.7","2021-10-02 15:34","28.9","33.9","2021-10-02 12:54","24.9","2021-10-02 05:44","23.1","72","48","2021-10-02 12:27","1.2","10","7.4","330","2021-10-02 15:18","0.0","0.0","0.0","...","0.0","...","10.0","84.9","20.36","12.3","3.7","6","2021-10-02 13:00","2.0"
"03","1002.6","1012.3","1003.9","2021-10-03 08:40","1001.2","2021-10-03 15:05","29.1","33.8","2021-10-03 11:59","25.6","2021-10-03 05:45","23.4","72","48","2021-10-03 11:19","1.2","120","5.9","340","2021-10-03 15:05","0.0","0.0","0.0","...","0.0","...","9.4","79.9","20.16","10.5","4.3","7","2021-10-03 12:00","2.8"
"04","1002.6","1012.4","1004.2","2021-10-04 10:10","1001.3","2021-10-04 15:15","29.2","33.7","2021-10-04 12:58","25.2","2021-10-04 05:36","22.7","69","52","2021-10-04 12:21","0.9","120","5.7","190","2021-10-04 13:04","0.0","0.0","0.0","...","0.0","...","8.1","69.0","18.87","12.1","2.2","5","2021-10-04 13:00","2.9"
"05","1000.6","1010.3","1002.7","2021-10-05 00:01","999.0","2021-10-05 14:35","29.0","32.8","2021-10-05 14:20","25.4","2021-10-05 06:14","22.6","69","51","2021-10-05 16:20","1.0","140","5.8","240","2021-10-05 12:10","0.0","0.0","0.0","...","0.0","...","9.1","77.7","18.94","9.5","5.9","6","2021-10-05 11:00","4.1"
"06","998.4","1008.1","1000.9","2021-10-06 00:01","996.0","2021-10-06 17:09","29.0","34.2","2021-10-06 13:16","24.6","2021-10-06 06:22","21.2","64","44","2021-10-06 13:17","1.2","150","8.2","220","2021-10-06 13:38","0.0","0.0","0.0","...","0.0","...","9.7","83.0","20.96","13.6","5.1","7","2021-10-06 12:00","1.5"
"07","998.1","1007.8","999.3","2021-10-07 09:26","996.5","2021-10-07 15:25","29.1","33.2","2021-10-07 11:39","25.5","2021-10-07 05:17","22.9","70","47","2021-10-07 11:53","1.1","180","7.2","240","2021-10-07 12:58","0.0","0.0","0.0","...","0.0","...","4.5","38.6","14.34","11.1","2.0","6","2021-10-07 11:00","7.3"
"08","998.6","1008.3","1000.3","2021-10-08 22:00","996.8","2021-10-08 14:59","29.7","33.4","2021-10-08 13:42","26.9","2021-10-08 06:13","23.7","71","56","2021-10-08 11:26","1.3","360","5.9","360","2021-10-08 14:33","0.0","0.0","0.0","...","0.0","...","4.1","35.2","15.14","9.6","3.5","6","2021-10-08 12:00","8.3"
"09","998.9","1008.6","1000.2","2021-10-09 08:07","997.0","2021-10-09 15:31","29.3","32.7","2021-10-09 11:13","25.9","2021-10-09 05:20","24.1","74","60","2021-10-09 09:58","1.1","170","6.1","160","2021-10-09 12:55","0.0","0.0","0.0","...","0.0","...","7.5","64.6","17.17","8.6","2.5","5","2021-10-09 11:00","4.4"
"10","996.9","1006.6","999.7","2021-10-10 00:01","994.7","2021-10-10 15:10","29.5","33.1","2021-10-10 11:59","25.7","2021-10-10 05:34","22.6","67","54","2021-10-10 10:54","1.2","360","7.1","190","2021-10-10 13:02","0.0","0.0","0.0","...","0.0","...","10.0","86.2","20.33","10.0","5.3","7","2021-10-10 12:00","2.0"
