"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"10","1006.4","1007.2","1008.7","2021-09-10 00:01","1004.1","2021-09-10 23:55","30.2","32.9","2021-09-10 12:14","28.1","2021-09-10 04:09","26.0","78","65","2021-09-10 12:09","1.8","300","7.2","300","2021-09-10 15:35","0.0","0.0","0.0","...","0.0","...","9.8","79.7","23.42","10.0","6.2","11","2021-09-10 13:00","3.3"
"11","999.1","999.9","1004.1","2021-09-11 00:01","995.4","2021-09-11 23:56","29.5","30.8","2021-09-11 13:14","28.3","2021-09-11 10:08","26.0","82","69","2021-09-11 10:54","1.7","310","7.8","320","2021-09-11 16:57","0.5","1.9","T","2021-09-11 10:05","0.5","2021-09-11 09:50","0.0","0.0","8.31","3.0","-0.9","5","2021-09-11 12:00","10.0"
"12","998.6","999.4","1004.9","2021-09-12 22:31","994.1","2021-09-12 04:00","28.6","30.5","2021-09-12 13:33","26.7","2021-09-12 07:06","25.5","83","77","2021-09-12 13:36","4.0","300","13.7","310","2021-09-12 03:45","4.0","2.2","1.5","2021-09-12 09:11","2.0","2021-09-12 09:11","2.2","18.0","16.23","9.5","-3.0","8","2021-09-12 13:00","9.8"
"13","1007.3","1008.1","1010.6","2021-09-13 23:07","1003.8","2021-09-13 02:46","27.6","31.2","2021-09-13 08:56","26.2","2021-09-13 13:06","25.2","87","72","2021-09-13 08:48","1.2","90","7.7","150","2021-09-13 14:36","10.0","2.5","4.0","2021-09-13 10:55","5.5","2021-09-13 10:48","1.3","10.6","8.17","7.3","-1.2","4","2021-09-13 10:00","8.0"
"14","1011.0","1011.8","1012.5","2021-09-14 22:52","1009.4","2021-09-14 14:53","28.3","31.5","2021-09-14 12:15","25.7","2021-09-14 06:46","26.1","88","74","2021-09-14 11:22","1.5","350","6.3","290","2021-09-14 12:50","19.5","3.6","5.5","2021-09-14 02:27","8.0","2021-09-14 01:45","3.5","28.7","20.08","10.0","-2.4","11","2021-09-14 12:00","6.3"
"15","1010.1","1010.9","1011.8","2021-09-15 00:38","1008.1","2021-09-15 15:13","28.8","31.9","2021-09-15 12:17","26.2","2021-09-15 00:01","25.9","85","73","2021-09-15 11:07","1.1","90","6.1","50","2021-09-15 18:45","9.5","0.9","6.5","2021-09-15 18:56","9.5","2021-09-15 18:56","8.7","71.4","24.15","10.0","-5.7","10","2021-09-15 12:00","2.8"
"16","1008.5","1009.3","1010.4","2021-09-16 00:01","1006.3","2021-09-16 15:45","29.1","31.4","2021-09-16 14:14","26.3","2021-09-16 04:49","25.5","82","71","2021-09-16 09:30","1.8","190","7.1","180","2021-09-16 14:48","T","0.1","T","2021-09-16 01:21","T","2021-09-16 01:21","10.7","88.0","26.00","11.5","6.3","9","2021-09-16 13:00","1.3"
"17","1009.1","1009.9","1010.7","2021-09-17 21:44","1008.1","2021-09-17 03:36","29.8","32.1","2021-09-17 13:57","27.2","2021-09-17 05:42","25.1","76","64","2021-09-17 09:12","1.9","170","6.1","150","2021-09-17 09:42","0.0","0.0","0.0","...","0.0","...","10.5","86.5","26.31","10.0","6.0","10","2021-09-17 12:00","1.5"
"18","1010.8","1011.6","1012.2","2021-09-18 22:19","1009.6","2021-09-18 15:09","29.7","32.5","2021-09-18 09:41","27.3","2021-09-18 05:08","25.1","77","61","2021-09-18 10:41","1.4","300","7.9","290","2021-09-18 14:12","1.5","0.6","1.0","2021-09-18 12:11","1.5","2021-09-18 11:55","5.2","42.1","13.93","10.0","-4.1","5","2021-09-18 10:00","4.5"
"19","1011.0","1011.8","1012.1","2021-09-19 21:22","1010.0","2021-09-19 14:31","29.8","32.0","2021-09-19 11:48","27.5","2021-09-19 05:23","25.2","76","70","2021-09-19 14:34","1.3","290","5.2","310","2021-09-19 14:38","0.0","0.0","0.0","...","0.0","...","9.1","75.2","22.07","10.0","4.5","8","2021-09-19 13:00","4.8"
"20","1010.0","1010.8","1011.6","2021-09-20 09:05","1007.8","2021-09-20 15:39","30.1","32.8","2021-09-20 13:09","27.6","2021-09-20 06:45","25.6","78","63","2021-09-20 09:29","1.9","290","6.8","290","2021-09-20 13:42","0.0","0.0","0.0","...","0.0","...","9.8","81.2","24.72","10.0","5.3","10","2021-09-20 13:00","1.0"
"21","1009.0","1009.8","1010.5","2021-09-21 00:01","1007.1","2021-09-21 14:15","28.8","31.7","2021-09-21 13:52","26.7","2021-09-21 16:36","24.8","80","69","2021-09-21 09:04","1.4","300","8.7","110","2021-09-21 16:03","13.0","1.1","6.0","2021-09-21 11:49","13.0","2021-09-21 11:21","5.8","48.1","15.56","10.0","-5.5","7","2021-09-21 14:00","4.5"
"22","1010.6","1011.4","1013.4","2021-09-22 23:21","1008.8","2021-09-22 03:07","29.5","32.3","2021-09-22 13:19","25.9","2021-09-22 05:06","24.5","75","63","2021-09-22 09:49","1.5","290","7.1","290","2021-09-22 14:57","0.0","0.0","0.0","...","0.0","...","9.2","76.5","26.23","10.0","4.9","10","2021-09-22 12:00","4.8"
"23","1013.2","1014.0","1014.8","2021-09-23 21:22","1011.8","2021-09-23 15:00","29.2","32.2","2021-09-23 15:21","26.7","2021-09-23 06:04","24.3","75","62","2021-09-23 18:05","1.3","300","9.1","10","2021-09-23 18:06","0.0","0.0","0.0","...","0.0","...","10.1","84.1","25.74","10.5","6.7","9","2021-09-23 13:00","3.5"
"24","1012.9","1013.7","1014.5","2021-09-24 00:30","1011.0","2021-09-24 15:01","28.6","31.7","2021-09-24 13:24","26.5","2021-09-24 06:48","24.3","77","65","2021-09-24 09:47","1.5","290","6.4","310","2021-09-24 15:35","T","0.4","T","2021-09-24 16:40","T","2021-09-24 16:40","8.1","67.6","23.34","10.0","-5.5","10","2021-09-24 12:00","4.8"
"25","1011.3","1012.1","1012.5","2021-09-25 00:01","1009.7","2021-09-25 15:05","29.0","32.3","2021-09-25 14:09","26.4","2021-09-25 05:53","24.2","76","61","2021-09-25 09:39","1.4","300","6.5","340","2021-09-25 19:46","T","0.5","T","2021-09-25 19:36","T","2021-09-25 19:36","9.8","81.9","25.46","10.0","-4.0","9","2021-09-25 13:00","1.5"
"26","1010.1","1010.9","1011.5","2021-09-26 00:01","1008.5","2021-09-26 14:56","29.2","31.9","2021-09-26 13:45","26.3","2021-09-26 05:49","24.8","78","68","2021-09-26 13:00","1.0","290","4.3","240","2021-09-26 12:22","0.0","0.0","0.0","...","0.0","...","10.5","88.0","24.59","10.5","5.2","8","2021-09-26 12:00","2.0"
"27","1008.7","1009.5","1010.0","2021-09-27 00:01","1007.0","2021-09-27 14:56","29.8","32.0","2021-09-27 14:28","27.3","2021-09-27 06:09","24.8","75","62","2021-09-27 15:09","1.5","300","7.4","290","2021-09-27 15:16","0.0","0.0","0.0","...","0.0","...","8.9","74.7","21.92","10.0","5.5","7","2021-09-27 13:00","1.8"
"28","1007.5","1008.3","1008.7","2021-09-28 00:01","1005.8","2021-09-28 14:43","29.7","32.0","2021-09-28 12:16","27.4","2021-09-28 04:35","24.5","74","62","2021-09-28 12:50","1.4","290","6.7","180","2021-09-28 00:48","0.0","0.0","0.0","...","0.0","...","10.3","86.6","25.18","10.0","5.0","9","2021-09-28 12:00","1.8"
"29","1006.4","1007.2","1007.8","2021-09-29 00:01","1004.5","2021-09-29 15:09","29.4","31.4","2021-09-29 14:00","27.3","2021-09-29 04:52","24.6","75","70","2021-09-29 10:00","1.4","290","6.9","240","2021-09-29 13:32","0.0","0.0","0.0","...","0.0","...","8.4","70.8","22.43","10.0","5.5","9","2021-09-29 12:00","1.5"
"30","1007.1","1007.9","1009.5","2021-09-30 22:09","1005.5","2021-09-30 15:06","29.7","31.9","2021-09-30 12:52","27.8","2021-09-30 05:53","25.0","76","68","2021-09-30 10:14","1.9","290","7.2","290","2021-09-30 14:52","0.0","0.0","0.0","...","0.0","...","9.3","78.5","23.37","10.0","5.6","9","2021-09-30 12:00","0.8"
