"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1007.2","1007.6","1008.5","2021-06-01 21:41","1005.8","2021-06-01 02:49","28.6","30.7","2021-06-01 09:41","25.2","2021-06-01 04:09","25.1","82","73","2021-06-01 15:24","1.7","60","6.7","160","2021-06-01 01:58","31.0","2.3","11.0","2021-06-01 03:54","24.0","2021-06-01 03:15","2.5","18.7","14.26","10.0","3.5","6","2021-06-01 10:00","7.5"
"02","1008.1","1008.4","1009.5","2021-06-02 21:46","1006.3","2021-06-02 16:03","29.8","32.6","2021-06-02 13:01","26.9","2021-06-02 05:14","25.6","79","66","2021-06-02 13:27","1.9","180","8.6","180","2021-06-02 13:17","0.0","0.0","0.0","...","0.0","...","11.7","87.3","27.42","12.3","6.2","12","2021-06-02 13:00","3.3"
"03","1006.5","1006.8","1008.7","2021-06-03 00:01","1004.0","2021-06-03 16:33","30.6","33.8","2021-06-03 13:35","27.3","2021-06-03 04:23","25.6","75","58","2021-06-03 15:03","3.1","160","10.6","150","2021-06-03 21:47","0.0","0.0","0.0","...","0.0","...","11.8","88.0","27.92","10.7","7.8","13","2021-06-03 13:00","3.5"
"04","1004.1","1004.4","1006.3","2021-06-04 07:21","1001.3","2021-06-04 16:10","30.3","32.7","2021-06-04 10:09","28.4","2021-06-04 21:34","25.7","76","64","2021-06-04 13:48","3.3","170","9.4","190","2021-06-04 16:59","1.0","0.5","1.0","2021-06-04 21:13","1.0","2021-06-04 21:13","7.2","53.7","22.24","9.7","-2.1","12","2021-06-04 12:00","7.0"
"05","1004.7","1005.1","1006.9","2021-06-05 08:15","1003.0","2021-06-05 03:03","27.3","29.6","2021-06-05 14:51","24.6","2021-06-05 06:06","25.1","88","75","2021-06-05 00:24","2.3","180","12.7","300","2021-06-05 05:53","49.5","10.4","13.0","2021-06-05 15:31","18.5","2021-06-05 15:04","0.5","3.7","5.19","8.2","/","5","2021-06-05 15:00","9.2"
"06","1006.2","1006.6","1008.5","2021-06-06 18:48","1003.0","2021-06-06 02:05","25.8","28.7","2021-06-06 00:01","24.3","2021-06-06 09:20","24.6","93","83","2021-06-06 00:01","2.7","220","13.9","190","2021-06-06 02:14","264.0","16.2","34.5","2021-06-06 07:25","108.5","2021-06-06 07:01","0.0","0.0","0.69","8.5","/","0","2021-06-06 12:00","9.7"
"07","1009.2","1009.6","1011.3","2021-06-07 08:56","1007.4","2021-06-07 00:47","27.2","29.8","2021-06-07 15:03","24.6","2021-06-07 03:31","23.7","82","67","2021-06-07 14:21","2.0","70","13.5","240","2021-06-07 08:57","0.5","0.8","0.5","2021-06-07 10:00","0.5","2021-06-07 10:00","0.8","6.0","10.38","10.3","-7.0","6","2021-06-07 13:00","8.5"
"08","1009.3","1009.6","1010.6","2021-06-08 09:24","1006.9","2021-06-08 16:03","29.2","32.3","2021-06-08 13:55","26.4","2021-06-08 03:53","24.3","75","63","2021-06-08 13:52","2.5","170","9.9","190","2021-06-08 16:06","T","0.4","T","2021-06-08 19:34","T","2021-06-08 19:32","5.8","43.2","18.57","10.0","-5.2","8","2021-06-08 14:00","5.3"
"09","1008.3","1008.7","1009.6","2021-06-09 00:01","1006.2","2021-06-09 15:49","28.4","31.4","2021-06-09 13:33","25.6","2021-06-09 18:22","24.7","80","67","2021-06-09 13:46","1.6","20","8.3","30","2021-06-09 18:08","7.0","0.9","5.0","2021-06-09 18:03","7.0","2021-06-09 17:55","8.8","65.4","24.97","10.7","-6.3","12","2021-06-09 12:00","7.3"
