"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"10","1007.6","1008.4","1009.5","2021-08-10 12:20","1006.1","2021-08-10 18:01","27.6","30.3","2021-08-10 09:59","25.8","2021-08-10 05:42","25.6","89","78","2021-08-10 17:10","1.7","160","12.8","180","2021-08-10 11:34","2.0","1.2","1.0","2021-08-10 12:20","1.5","2021-08-10 11:50","3.3","25.5","13.63","10.0","-3.5","7","2021-08-10 12:00","6.8"
"11","1009.3","1010.1","1010.7","2021-08-11 21:30","1007.8","2021-08-11 15:53","28.3","30.8","2021-08-11 11:08","25.9","2021-08-11 04:18","25.8","87","77","2021-08-11 11:09","1.1","200","6.6","170","2021-08-11 16:27","T","0.3","T","2021-08-11 20:01","T","2021-08-11 20:01","9.1","70.4","26.06","10.0","-4.8","12","2021-08-11 13:00","8.3"
"12","1009.7","1010.5","1011.5","2021-08-12 08:29","1007.7","2021-08-12 15:40","28.5","31.3","2021-08-12 10:47","26.3","2021-08-12 05:55","25.6","85","72","2021-08-12 10:48","1.1","260","5.6","250","2021-08-12 13:02","1.0","1.7","0.5","2021-08-12 22:01","0.5","2021-08-12 22:01","6.7","51.9","24.04","10.5","-3.8","11","2021-08-12 13:00","8.0"
"13","1007.7","1008.5","1009.1","2021-08-13 00:01","1006.4","2021-08-13 17:03","26.7","28.6","2021-08-13 16:27","25.4","2021-08-13 10:38","25.2","91","83","2021-08-13 16:18","1.9","150","9.0","160","2021-08-13 13:52","32.5","4.9","6.0","2021-08-13 10:18","18.5","2021-08-13 09:57","1.0","7.8","10.07","10.0","-2.7","5","2021-08-13 12:00","8.8"
"14","1008.2","1009.0","1011.1","2021-08-14 22:26","1006.3","2021-08-14 04:31","26.6","29.6","2021-08-14 13:37","25.2","2021-08-14 23:45","25.4","93","82","2021-08-14 13:34","1.7","80","9.3","160","2021-08-14 00:07","71.0","8.4","12.5","2021-08-14 20:58","24.0","2021-08-14 20:46","0.4","3.1","9.42","7.3","-2.5","7","2021-08-14 14:00","9.0"
"15","1011.0","1011.8","1013.1","2021-08-15 22:39","1009.2","2021-08-15 03:12","28.3","30.8","2021-08-15 13:31","24.7","2021-08-15 03:32","25.1","84","69","2021-08-15 10:01","0.9","250","5.0","70","2021-08-15 00:14","0.0","0.0","0.0","...","0.0","...","12.3","95.8","29.69","14.3","6.5","13","2021-08-15 13:00","1.0"
"16","1012.4","1013.2","1013.4","2021-08-16 08:09","1011.2","2021-08-16 15:31","29.4","31.7","2021-08-16 13:53","27.0","2021-08-16 05:08","25.7","81","67","2021-08-16 15:22","1.4","180","6.8","190","2021-08-16 21:03","0.0","0.0","0.0","...","0.0","...","10.6","82.6","27.50","10.0","6.9","12","2021-08-16 13:00","3.0"
"17","1010.2","1011.0","1012.2","2021-08-17 00:01","1007.9","2021-08-17 16:09","29.5","32.1","2021-08-17 11:06","27.0","2021-08-17 06:10","25.4","79","63","2021-08-17 09:22","1.8","170","6.7","180","2021-08-17 16:13","0.0","0.0","0.0","...","0.0","...","11.9","92.9","29.99","11.0","6.1","13","2021-08-17 13:00","3.8"
"18","1008.2","1009.0","1009.6","2021-08-18 09:12","1006.0","2021-08-18 15:17","29.3","31.6","2021-08-18 11:56","27.2","2021-08-18 05:47","25.4","80","69","2021-08-18 11:59","1.3","150","5.8","160","2021-08-18 01:10","0.0","0.0","0.0","...","0.0","...","5.6","43.8","21.00","10.5","4.4","13","2021-08-18 12:00","8.3"
"19","1008.4","1009.2","1009.8","2021-08-19 10:44","1006.8","2021-08-19 03:02","29.3","32.1","2021-08-19 10:21","27.3","2021-08-19 02:43","25.2","79","62","2021-08-19 10:07","1.4","80","6.5","170","2021-08-19 15:21","3.5","0.4","3.5","2021-08-19 19:06","3.5","2021-08-19 19:06","8.8","68.9","28.24","10.0","-7.4","12","2021-08-19 13:00","4.3"
"20","1009.3","1010.1","1010.8","2021-08-20 21:52","1007.8","2021-08-20 15:59","29.2","32.4","2021-08-20 13:04","26.4","2021-08-20 06:18","25.2","79","68","2021-08-20 11:06","1.0","180","5.6","320","2021-08-20 13:12","T","0.1","T","2021-08-20 00:42","T","2021-08-20 00:42","9.5","74.5","27.13","11.5","5.6","12","2021-08-20 13:00","3.5"
"21","1008.4","1009.2","1009.6","2021-08-21 00:01","1007.1","2021-08-21 15:38","29.2","32.2","2021-08-21 11:23","26.9","2021-08-21 23:51","24.7","77","68","2021-08-21 09:10","1.4","80","5.7","310","2021-08-21 12:22","0.0","0.0","0.0","...","0.0","...","8.5","66.8","24.63","11.5","6.0","12","2021-08-21 12:00","5.8"
"22","1007.4","1008.2","1008.4","2021-08-22 07:47","1005.4","2021-08-22 16:59","29.1","31.8","2021-08-22 15:11","26.0","2021-08-22 05:38","23.8","73","62","2021-08-22 08:45","1.4","290","6.3","290","2021-08-22 13:35","0.0","0.0","0.0","...","0.0","...","11.6","91.3","28.82","10.3","6.1","11","2021-08-22 12:00","3.3"
"23","1007.8","1008.6","1009.3","2021-08-23 22:48","1006.7","2021-08-23 04:55","29.7","31.9","2021-08-23 13:09","27.3","2021-08-23 05:32","25.1","76","63","2021-08-23 10:00","1.3","80","6.2","180","2021-08-23 13:30","0.0","0.0","0.0","...","0.0","...","8.5","67.0","27.85","10.0","6.6","12","2021-08-23 13:00","7.8"
"24","1008.4","1009.2","1010.3","2021-08-24 22:22","1007.1","2021-08-24 15:52","29.8","32.7","2021-08-24 11:22","27.6","2021-08-24 05:40","25.3","77","66","2021-08-24 13:19","1.8","180","8.5","180","2021-08-24 11:57","0.0","0.0","0.0","...","0.0","...","10.3","81.3","28.16","11.5","5.7","13","2021-08-24 12:00","3.8"
"25","1009.6","1010.4","1012.1","2021-08-25 22:44","1008.2","2021-08-25 15:48","29.4","32.1","2021-08-25 11:50","26.9","2021-08-25 05:51","25.3","79","67","2021-08-25 13:50","1.5","180","6.4","190","2021-08-25 13:47","2.0","1.3","1.0","2021-08-25 20:13","1.5","2021-08-25 19:36","7.7","60.9","24.25","10.0","-5.9","12","2021-08-25 13:00","2.8"
"26","1011.0","1011.8","1012.6","2021-08-26 21:37","1009.4","2021-08-26 16:09","28.3","32.4","2021-08-26 11:22","25.9","2021-08-26 19:41","23.9","77","64","2021-08-26 09:34","1.7","290","7.0","340","2021-08-26 18:02","2.5","1.6","0.5","2021-08-26 15:14","2.0","2021-08-26 15:14","7.7","61.0","22.43","10.0","-4.4","11","2021-08-26 12:00","3.8"
"27","1011.1","1011.9","1012.0","2021-08-27 07:41","1009.5","2021-08-27 15:01","29.3","33.2","2021-08-27 14:10","25.5","2021-08-27 05:41","24.5","76","64","2021-08-27 09:28","1.6","290","7.4","300","2021-08-27 14:49","T","0.1","T","2021-08-27 16:25","T","2021-08-27 16:25","10.6","84.1","29.00","11.0","-6.5","12","2021-08-27 12:00","3.5"
"28","1010.3","1011.1","1011.8","2021-08-28 07:51","1008.7","2021-08-28 16:06","29.9","32.8","2021-08-28 14:43","27.4","2021-08-28 04:24","24.8","75","65","2021-08-28 14:44","1.7","300","8.7","280","2021-08-28 15:44","0.0","0.0","0.0","...","0.0","...","10.2","81.1","27.36","10.0","5.5","10","2021-08-28 12:00","1.0"
"29","1010.2","1011.0","1011.7","2021-08-29 21:31","1009.0","2021-08-29 14:21","29.8","33.0","2021-08-29 11:19","27.3","2021-08-29 05:09","25.0","76","57","2021-08-29 11:02","1.5","300","7.0","290","2021-08-29 11:44","T","0.2","T","2021-08-29 22:18","T","2021-08-29 22:18","10.6","84.4","27.73","10.0","-5.5","11","2021-08-29 12:00","2.8"
"30","1010.3","1011.1","1013.1","2021-08-30 11:08","1008.8","2021-08-30 13:29","28.1","29.5","2021-08-30 16:39","25.7","2021-08-30 12:50","24.9","83","73","2021-08-30 17:34","1.5","350","10.0","140","2021-08-30 11:48","10.5","4.8","2.0","2021-08-30 11:19","7.5","2021-08-30 11:02","0.2","1.6","4.53","9.3","-0.9","3","2021-08-30 15:00","9.0"
"31","1010.3","1011.1","1011.9","2021-08-31 07:44","1008.8","2021-08-31 16:01","28.7","31.7","2021-08-31 15:45","26.1","2021-08-31 04:57","25.0","81","66","2021-08-31 15:19","1.5","320","7.4","340","2021-08-31 16:33","T","0.2","T","2021-08-31 03:08","T","2021-08-31 03:08","3.4","27.2","14.44","10.0","2.7","5","2021-08-31 15:00","6.5"
