"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","993.9","...","995.8","2020-10-01 09:34","992.0","2020-10-01 15:18","23.9","27.4","2020-10-01 14:42","20.5","2020-10-01 00:36","...","72","50","2020-10-01 12:21","2.7","79","10.9","60","2020-10-01 16:35","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"02","994.3","...","995.9","2020-10-02 09:17","992.1","2020-10-02 14:53","25.7","29.5","2020-10-02 13:44","23.1","2020-10-02 05:54","...","73","55","2020-10-02 11:05","2.9","84","9.7","107","2020-10-02 17:34","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"03","994.1","...","995.6","2020-10-03 09:15","991.7","2020-10-03 14:46","27.0","32.5","2020-10-03 12:01","22.7","2020-10-03 05:45","...","68","45","2020-10-03 12:01","1.9","92","10.2","103","2020-10-03 21:17","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"04","993.3","...","994.9","2020-10-04 22:19","990.9","2020-10-04 14:26","27.3","32.2","2020-10-04 11:35","23.5","2020-10-04 06:05","...","69","46","2020-10-04 11:35","1.9","93","9.9","101","2020-10-04 21:54","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"05","997.0","...","999.6","2020-10-05 21:49","994.5","2020-10-05 00:33","23.1","25.6","2020-10-06 00:00","21.5","2020-10-05 23:57","...","88","73","2020-10-05 03:37","2.5","73","10.5","54","2020-10-05 13:07","1.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"06","999.2","...","1000.8","2020-10-06 21:54","997.4","2020-10-06 15:17","22.5","24.7","2020-10-06 14:36","21.3","2020-10-06 00:48","...","75","59","2020-10-06 14:43","3.1","74","11.9","100","2020-10-06 14:52","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"07","999.3","...","1001.1","2020-10-07 09:54","998.0","2020-10-07 14:38","22.6","24.4","2020-10-07 13:32","21.2","2020-10-07 23:40","...","70","59","2020-10-07 13:14","2.6","71","9.9","53","2020-10-07 00:42","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"08","999.4","...","1000.5","2020-10-08 08:48","998.1","2020-10-08 15:05","22.6","24.9","2020-10-08 15:02","20.1","2020-10-08 02:46","...","76","59","2020-10-08 15:16","2.4","90","10.1","47","2020-10-08 17:04","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"09","999.1","...","1001.0","2020-10-09 09:27","997.7","2020-10-09 15:35","22.0","24.4","2020-10-09 13:11","20.5","2020-10-09 04:34","...","82","66","2020-10-09 13:06","2.1","86","9.7","47","2020-10-09 08:41","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"10","996.8","...","998.6","2020-10-10 00:02","995.4","2020-10-10 23:58","22.4","24.1","2020-10-10 10:58","21.0","2020-10-10 04:14","...","87","77","2020-10-10 10:59","2.4","74","10.4","97","2020-10-10 20:45","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"11","993.6","...","995.7","2020-10-11 08:13","991.3","2020-10-11 16:04","24.9","27.2","2020-10-11 13:50","22.8","2020-10-11 06:00","...","86","73","2020-10-11 11:42","3.2","76","13.4","47","2020-10-11 11:42","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"12","993.9","...","995.8","2020-10-12 23:48","991.0","2020-10-12 13:50","25.3","28.7","2020-10-12 13:04","23.2","2020-10-12 02:36","...","87","70","2020-10-12 13:05","3.0","74","14.0","69","2020-10-12 13:16","1.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"13","997.1","...","999.7","2020-10-13 22:03","994.9","2020-10-13 14:41","24.0","26.7","2020-10-13 13:01","22.4","2020-10-13 06:18","...","89","80","2020-10-13 12:08","3.1","80","14.1","70","2020-10-13 17:08","1.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"14","998.8","...","1000.5","2020-10-14 10:02","996.8","2020-10-14 16:14","24.0","25.9","2020-10-14 09:34","22.6","2020-10-14 00:02","...","82","75","2020-10-14 12:27","4.1","77","14.6","97","2020-10-14 18:46","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
