"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","991.9","...","994.2","2020-08-01 23:40","989.9","2020-08-01 14:09","30.5","35.3","2020-08-01 11:44","27.7","2020-08-01 05:25","...","66","45","2020-08-01 11:44","1.4","50","6.6","312","2020-08-01 13:08","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"02","991.5","...","994.0","2020-08-03 00:00","989.2","2020-08-02 16:26","29.4","32.5","2020-08-02 14:31","27.0","2020-08-02 05:26","...","72","55","2020-08-02 14:31","1.7","3","9.5","104","2020-08-02 15:03","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"03","987.2","...","989.9","2020-08-04 00:00","985.5","2020-08-03 16:41","26.1","27.9","2020-08-03 00:01","24.2","2020-08-03 14:51","...","88","75","2020-08-03 20:49","1.6","260","11.1","260","2020-08-03 13:51","136.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"04","990.7","...","994.7","2020-08-04 22:07","986.9","2020-08-04 01:17","27.1","32.0","2020-08-04 10:53","24.9","2020-08-04 22:14","...","82","55","2020-08-04 12:39","1.2","124","9.1","254","2020-08-04 14:22","36.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"05","994.8","...","996.5","2020-08-05 23:04","992.8","2020-08-05 02:18","28.3","32.2","2020-08-05 12:21","25.2","2020-08-05 01:40","...","78","58","2020-08-05 12:08","1.2","357","7.1","23","2020-08-05 13:30","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"06","994.3","...","996.0","2020-08-06 08:41","992.3","2020-08-06 17:18","30.3","34.2","2020-08-06 12:52","26.6","2020-08-06 04:48","...","66","48","2020-08-06 16:31","1.4","122","8.5","45","2020-08-06 15:13","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"07","992.4","...","993.9","2020-08-07 00:02","990.3","2020-08-07 17:17","29.7","32.7","2020-08-07 13:56","27.3","2020-08-07 05:54","...","74","60","2020-08-07 13:56","1.2","16","6.6","254","2020-08-07 01:30","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"08","989.6","...","991.5","2020-08-08 00:26","987.7","2020-08-08 15:44","29.2","32.2","2020-08-08 12:37","27.0","2020-08-08 04:53","...","76","60","2020-08-08 17:18","1.3","267","6.5","309","2020-08-08 15:02","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"09","987.6","...","988.8","2020-08-09 23:26","986.2","2020-08-09 16:39","29.3","33.2","2020-08-09 13:25","27.2","2020-08-09 04:06","...","71","49","2020-08-09 13:25","1.2","271","8.2","263","2020-08-09 13:32","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
