"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","991.6","...","992.7","2019-09-01 20:19","990.4","2019-09-01 04:23","29.2","34.2","2019-09-01 10:49","27.3","2019-09-01 05:45","...","67","46","2019-09-01 11:36","1.2","272","6.3","311","2019-09-01 14:06","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"02","992.1","...","993.8","2019-09-02 07:51","989.9","2019-09-02 16:28","29.3","33.7","2019-09-02 11:06","26.2","2019-09-02 05:33","...","71","52","2019-09-02 11:06","1.1","84","6.7","320","2019-09-02 12:04","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"03","989.6","...","991.5","2019-09-03 00:21","987.0","2019-09-03 17:15","29.3","32.7","2019-09-03 12:36","26.9","2019-09-03 04:59","...","64","52","2019-09-03 13:52","3.6","85","15.2","89","2019-09-03 15:56","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"04","989.3","...","990.8","2019-09-04 10:20","988.2","2019-09-04 14:20","26.5","29.8","2019-09-04 09:24","24.9","2019-09-04 10:48","...","80","66","2019-09-04 09:07","1.9","90","9.5","101","2019-09-04 14:02","2.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"05","987.0","...","989.0","2019-09-06 00:00","985.5","2019-09-05 23:59","25.4","27.7","2019-09-05 07:54","24.0","2019-09-05 10:49","...","88","73","2019-09-05 07:55","0.9","266","6.0","117","2019-09-05 10:35","28.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"06","985.4","...","986.8","2019-09-06 23:07","983.6","2019-09-06 14:07","27.9","31.6","2019-09-06 13:11","23.8","2019-09-06 04:48","...","76","56","2019-09-06 16:09","1.4","19","6.3","323","2019-09-06 13:17","15.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"07","987.8","...","989.4","2019-09-07 22:43","985.9","2019-09-07 02:47","28.4","32.4","2019-09-07 10:45","26.5","2019-09-07 05:18","...","74","58","2019-09-07 10:44","1.3","2","6.4","316","2019-09-07 12:50","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"08","989.1","...","990.3","2019-09-08 08:30","987.5","2019-09-08 14:00","27.7","31.3","2019-09-08 12:46","24.8","2019-09-08 23:57","...","74","58","2019-09-08 12:37","1.5","90","8.4","317","2019-09-08 13:59","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"09","990.2","...","991.5","2019-09-09 22:40","988.8","2019-09-09 03:39","28.3","32.2","2019-09-09 12:25","24.7","2019-09-09 00:58","...","65","54","2019-09-09 11:28","1.3","94","7.2","31","2019-09-09 13:11","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"10","992.6","...","994.3","2019-09-10 23:58","990.7","2019-09-10 16:00","29.3","33.4","2019-09-10 12:15","26.1","2019-09-10 04:20","...","65","35","2019-09-10 11:16","1.6","187","9.7","92","2019-09-10 16:29","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"11","994.3","...","996.0","2019-09-11 09:10","992.2","2019-09-11 16:41","29.5","34.3","2019-09-11 13:26","26.5","2019-09-11 05:44","...","65","47","2019-09-11 13:26","2.3","92","14.1","103","2019-09-11 18:53","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"12","992.9","...","994.7","2019-09-12 09:21","990.6","2019-09-12 15:05","29.1","32.2","2019-09-12 12:41","27.1","2019-09-12 05:54","...","68","51","2019-09-12 16:49","3.2","83","13.1","55","2019-09-12 13:56","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"13","991.3","...","992.8","2019-09-13 21:12","989.6","2019-09-13 14:43","28.7","33.0","2019-09-13 12:16","26.5","2019-09-13 23:37","...","70","50","2019-09-13 13:10","2.7","74","9.5","92","2019-09-13 00:09","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"14","991.8","...","993.4","2019-09-14 21:49","989.9","2019-09-14 14:32","27.7","31.0","2019-09-14 14:29","25.0","2019-09-14 04:52","...","72","54","2019-09-14 15:09","1.9","77","8.8","91","2019-09-14 15:32","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"15","991.9","...","993.1","2019-09-15 09:11","990.7","2019-09-15 16:01","25.1","26.8","2019-09-16 00:00","22.9","2019-09-15 13:05","...","85","74","2019-09-15 08:04","1.4","75","6.8","40","2019-09-15 17:55","37.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"16","991.7","...","993.1","2019-09-16 21:12","990.5","2019-09-16 03:57","25.6","27.9","2019-09-16 09:51","24.0","2019-09-16 22:38","...","80","71","2019-09-16 20:03","2.0","38","10.4","24","2019-09-16 12:52","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"17","993.4","...","995.4","2019-09-17 23:33","991.5","2019-09-17 02:40","25.2","27.9","2019-09-17 14:38","23.7","2019-09-17 02:24","...","77","63","2019-09-17 15:42","2.2","95","9.0","58","2019-09-17 11:41","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"18","995.4","...","997.7","2019-09-18 20:48","993.3","2019-09-18 03:29","24.8","28.2","2019-09-18 10:13","23.5","2019-09-18 06:05","...","76","62","2019-09-18 10:09","2.5","57","13.6","48","2019-09-18 14:41","6.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"19","995.1","...","996.4","2019-09-19 08:43","993.6","2019-09-19 23:59","24.1","26.9","2019-09-19 10:19","22.4","2019-09-19 22:20","...","71","58","2019-09-19 10:19","2.8","54","11.5","51","2019-09-19 10:34","1.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
