"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","986.8","...","988.0","2020-09-01 10:53","985.5","2020-09-01 03:13","28.2","31.4","2020-09-01 15:47","22.9","2020-09-01 06:32","...","78","54","2020-09-01 17:28","1.4","261","9.3","13","2020-09-01 06:15","16.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"02","988.6","...","990.8","2020-09-02 22:49","986.9","2020-09-02 01:58","30.1","34.1","2020-09-02 14:33","27.0","2020-09-02 00:47","...","68","50","2020-09-02 11:31","1.7","265","9.6","258","2020-09-02 13:20","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"03","992.7","...","994.8","2020-09-03 22:16","990.1","2020-09-03 01:27","27.3","30.5","2020-09-03 15:09","24.3","2020-09-03 08:32","...","83","65","2020-09-03 15:00","1.2","91","9.9","249","2020-09-03 08:16","20.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"04","993.2","...","995.2","2020-09-04 08:30","991.1","2020-09-04 15:43","27.9","32.1","2020-09-04 13:51","25.2","2020-09-04 05:26","...","76","54","2020-09-04 13:32","2.2","79","9.6","101","2020-09-04 21:54","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"05","991.2","...","993.1","2020-09-05 09:14","989.5","2020-09-05 15:52","27.0","30.6","2020-09-05 13:24","25.2","2020-09-05 05:56","...","69","42","2020-09-05 13:23","1.9","36","7.6","47","2020-09-05 11:15","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"06","989.7","...","990.6","2020-09-06 07:57","988.3","2020-09-06 14:38","26.4","30.4","2020-09-06 13:03","23.9","2020-09-06 05:55","...","54","32","2020-09-06 12:53","1.3","313","6.6","317","2020-09-06 15:32","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"07","992.4","...","995.0","2020-09-07 23:59","990.1","2020-09-07 02:34","27.5","33.2","2020-09-07 12:02","22.1","2020-09-07 04:36","...","51","29","2020-09-07 12:04","1.5","125","6.0","103","2020-09-07 18:35","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"08","995.8","...","997.3","2020-09-08 20:11","994.6","2020-09-08 15:01","28.7","32.2","2020-09-08 11:51","26.5","2020-09-08 06:17","...","64","45","2020-09-08 19:35","1.1","9","6.7","309","2020-09-08 14:10","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"09","993.9","...","996.5","2020-09-10 00:00","991.9","2020-09-09 16:12","28.0","31.7","2020-09-09 12:41","25.5","2020-09-09 05:11","...","70","48","2020-09-09 11:56","1.4","317","6.8","257","2020-09-09 11:32","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
