"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","991.4","...","993.2","2019-06-02 00:00","989.3","2019-06-01 14:59","26.2","29.7","2019-06-01 11:58","24.3","2019-06-01 04:18","...","83","69","2019-06-01 11:58","1.6","92","10.0","307","2019-06-01 14:40","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"02","989.4","...","991.4","2019-06-02 22:30","987.7","2019-06-02 15:59","28.7","31.9","2019-06-02 11:45","25.1","2019-06-02 03:43","...","69","55","2019-06-02 12:18","3.5","268","17.1","267","2019-06-02 12:17","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"03","990.8","...","992.2","2019-06-03 22:26","989.6","2019-06-03 15:24","27.1","30.1","2019-06-03 11:24","23.9","2019-06-03 01:56","...","76","62","2019-06-03 18:23","1.8","267","13.4","261","2019-06-03 16:01","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"04","992.7","...","994.6","2019-06-04 11:36","990.8","2019-06-04 02:01","26.8","30.4","2019-06-04 15:02","23.5","2019-06-04 13:08","...","77","60","2019-06-04 16:48","1.1","264","9.8","267","2019-06-04 15:32","18.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"05","994.4","...","995.7","2019-06-05 10:12","993.0","2019-06-05 02:59","28.1","31.1","2019-06-05 08:51","25.2","2019-06-05 05:21","...","74","60","2019-06-05 10:16","1.1","132","6.5","308","2019-06-05 14:37","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"06","994.3","...","995.6","2019-06-06 09:38","993.1","2019-06-06 03:07","28.7","31.7","2019-06-06 12:12","25.5","2019-06-06 03:27","...","73","62","2019-06-06 07:47","2.0","130","12.7","273","2019-06-06 12:34","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"07","993.8","...","995.0","2019-06-07 07:13","992.8","2019-06-07 02:55","29.1","32.0","2019-06-07 10:08","27.5","2019-06-07 03:42","...","70","55","2019-06-07 09:52","1.7","270","11.1","253","2019-06-07 14:59","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"08","991.4","...","993.7","2019-06-08 07:30","989.4","2019-06-08 23:44","28.5","31.6","2019-06-08 13:14","26.2","2019-06-08 04:51","...","73","61","2019-06-08 13:18","1.8","270","11.9","267","2019-06-08 14:49","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"09","987.8","...","989.7","2019-06-09 11:16","985.8","2019-06-09 16:01","29.3","32.0","2019-06-09 11:44","26.4","2019-06-09 04:25","...","64","51","2019-06-09 10:27","3.7","266","17.3","257","2019-06-09 07:26","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"10","987.0","...","988.4","2019-06-10 21:56","985.3","2019-06-10 03:18","27.4","31.0","2019-06-10 09:58","24.0","2019-06-10 14:14","...","72","55","2019-06-10 09:58","2.0","129","13.8","256","2019-06-10 03:32","8.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"11","988.7","...","991.8","2019-06-11 22:15","986.2","2019-06-11 01:42","23.5","26.1","2019-06-11 10:44","21.5","2019-06-11 19:20","...","94","80","2019-06-11 10:45","1.3","29","6.1","261","2019-06-11 11:58","102.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"12","990.8","...","991.8","2019-06-12 08:39","989.9","2019-06-12 15:39","22.9","25.6","2019-06-12 10:33","20.9","2019-06-12 19:22","...","88","72","2019-06-12 11:27","1.6","90","7.6","103","2019-06-12 09:54","31.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"13","987.1","...","990.2","2019-06-14 00:00","984.4","2019-06-13 23:57","23.4","24.9","2019-06-13 22:09","21.6","2019-06-13 00:16","...","93","88","2019-06-13 11:21","0.7","127","7.6","260","2019-06-13 21:35","37.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"14","986.5","...","989.4","2019-06-14 22:26","983.1","2019-06-14 03:16","22.9","25.2","2019-06-14 00:47","21.4","2019-06-14 09:16","...","88","76","2019-06-14 17:03","1.3","37","9.0","249","2019-06-14 01:28","82.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"15","990.1","...","991.4","2019-06-15 09:12","988.7","2019-06-15 00:07","24.8","28.8","2019-06-15 13:23","21.8","2019-06-15 04:38","...","64","38","2019-06-15 15:35","2.2","85","8.9","97","2019-06-15 17:51","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"16","991.1","...","993.3","2019-06-16 22:46","989.1","2019-06-16 02:42","27.2","31.7","2019-06-16 13:29","22.1","2019-06-16 05:17","...","63","50","2019-06-16 10:29","1.2","124","6.0","8","2019-06-16 12:37","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"17","993.7","...","995.6","2019-06-17 22:02","992.3","2019-06-17 01:34","27.6","30.9","2019-06-17 14:00","25.6","2019-06-17 05:09","...","75","65","2019-06-17 14:01","1.2","4","7.0","315","2019-06-17 14:41","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"18","993.1","...","994.7","2019-06-19 00:00","991.8","2019-06-18 17:24","28.8","31.7","2019-06-18 11:31","25.5","2019-06-18 01:55","...","76","64","2019-06-18 16:36","1.7","267","10.7","264","2019-06-18 16:42","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"19","991.0","...","992.6","2019-06-19 07:39","989.0","2019-06-19 16:28","29.7","32.1","2019-06-19 13:40","27.5","2019-06-19 05:32","...","69","60","2019-06-19 08:20","2.3","267","13.6","269","2019-06-19 15:34","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"20","989.6","...","991.0","2019-06-20 09:49","987.9","2019-06-20 16:35","29.8","32.9","2019-06-20 11:27","27.0","2019-06-20 05:31","...","68","57","2019-06-20 11:06","1.8","267","13.2","254","2019-06-20 13:33","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"21","988.1","...","989.3","2019-06-21 05:20","986.5","2019-06-21 17:34","30.2","32.8","2019-06-21 13:37","27.9","2019-06-21 05:22","...","64","50","2019-06-21 10:46","2.7","266","14.6","263","2019-06-21 10:45","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"22","987.0","...","...","...","...","...","29.6","...","...","...","...","...","64","...","...","2.8","264","...","...","...","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"23","988.5","...","...","...","...","...","25.3","...","...","...","...","...","91","...","...","2.1","319","...","...","...","13.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"24","993.2","...","993.9","2019-06-24 21:32","992.4","2019-06-24 17:21","24.4","24.8","2019-06-24 18:32","24.1","2019-06-24 16:39","...","90","87","2019-06-24 18:06","0.7","35","4.8","95","2019-06-24 22:34","3.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"25","991.6","...","993.5","2019-06-25 00:01","989.6","2019-06-25 13:59","25.7","32.8","2019-06-25 12:15","23.0","2019-06-25 18:12","...","84","52","2019-06-25 12:15","1.5","128","7.1","141","2019-06-25 17:10","68.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"26","988.2","...","990.6","2019-06-26 00:01","985.8","2019-06-26 17:13","26.5","30.5","2019-06-26 11:09","23.4","2019-06-26 05:54","...","82","57","2019-06-26 10:54","1.2","102","6.7","311","2019-06-26 13:29","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"27","986.4","...","987.5","2019-06-27 23:40","985.0","2019-06-27 16:04","28.3","31.7","2019-06-27 14:00","24.8","2019-06-27 01:46","...","77","62","2019-06-27 14:01","1.1","71","10.2","254","2019-06-27 12:26","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"28","986.8","...","988.1","2019-06-28 07:50","985.3","2019-06-28 13:55","29.3","33.4","2019-06-28 12:28","26.2","2019-06-28 02:14","...","73","54","2019-06-28 09:29","1.3","122","8.9","317","2019-06-28 15:33","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"29","986.4","...","988.0","2019-06-29 22:09","984.8","2019-06-29 16:20","30.0","33.5","2019-06-29 16:38","26.6","2019-06-29 04:55","...","72","56","2019-06-29 16:38","1.6","123","9.7","245","2019-06-29 13:17","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"30","987.0","...","988.5","2019-06-30 20:39","985.7","2019-06-30 14:58","29.6","33.1","2019-06-30 15:48","27.9","2019-06-30 06:22","...","74","60","2019-06-30 15:47","1.5","133","8.9","252","2019-06-30 12:40","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
