"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","991.4","...","992.7","2021-06-01 21:25","990.1","2021-06-01 03:16","25.3","30.1","2021-06-01 16:13","23.2","2021-06-02 00:00","...","86","67","2021-06-01 16:13","0.9","132","6.2","312","2021-06-01 13:31","11.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"02","991.8","...","993.3","2021-06-02 22:23","990.1","2021-06-02 16:03","27.7","32.2","2021-06-02 12:41","24.4","2021-06-02 00:30","...","77","58","2021-06-02 12:41","1.3","121","7.6","260","2021-06-02 13:39","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"03","990.1","...","992.4","2021-06-04 00:00","987.7","2021-06-03 16:06","29.0","33.8","2021-06-03 13:26","25.2","2021-06-03 04:16","...","72","53","2021-06-03 12:01","1.5","263","9.8","260","2021-06-03 16:34","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"04","988.2","...","989.3","2021-06-04 08:47","986.8","2021-06-04 14:15","27.2","31.6","2021-06-04 09:24","24.2","2021-06-04 16:40","...","81","61","2021-06-04 09:28","1.5","288","8.1","314","2021-06-04 13:24","10.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"05","987.6","...","989.7","2021-06-05 22:12","986.4","2021-06-05 15:16","24.2","26.2","2021-06-05 14:42","20.9","2021-06-05 22:20","...","90","84","2021-06-05 14:44","1.4","25","8.3","103","2021-06-05 20:47","36.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"06","990.2","...","993.2","2021-06-06 22:00","987.6","2021-06-06 03:41","22.8","23.5","2021-06-06 07:41","21.3","2021-06-07 00:00","...","91","86","2021-06-06 07:18","1.4","84","5.7","96","2021-06-06 05:14","16.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"07","993.5","...","995.3","2021-06-07 22:48","991.8","2021-06-07 02:25","25.3","30.2","2021-06-07 10:02","22.6","2021-06-07 05:11","...","85","62","2021-06-07 10:02","1.1","133","8.3","96","2021-06-07 15:42","65.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"08","994.0","...","995.5","2021-06-08 07:52","992.4","2021-06-08 15:18","27.5","31.7","2021-06-08 14:08","23.5","2021-06-08 05:11","...","76","53","2021-06-08 10:24","1.1","6","5.8","2","2021-06-08 15:17","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"09","992.6","...","994.4","2021-06-09 09:20","990.4","2021-06-09 17:40","27.8","31.6","2021-06-09 09:49","24.6","2021-06-09 05:33","...","74","57","2021-06-09 09:50","1.3","123","7.1","5","2021-06-09 12:28","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"10","991.0","...","992.5","2021-06-10 22:05","989.2","2021-06-10 16:36","28.4","32.2","2021-06-10 13:14","24.9","2021-06-10 05:21","...","70","49","2021-06-10 13:14","1.4","314","6.9","320","2021-06-10 11:57","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"11","991.7","...","994.3","2021-06-11 22:15","990.5","2021-06-11 16:06","28.5","31.9","2021-06-11 10:11","25.3","2021-06-11 05:57","...","66","49","2021-06-11 16:55","1.5","14","8.5","35","2021-06-11 11:40","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"12","994.0","...","996.0","2021-06-12 21:30","992.7","2021-06-12 16:24","28.7","32.5","2021-06-12 11:27","25.4","2021-06-12 21:38","...","72","55","2021-06-12 11:27","1.3","292","8.0","252","2021-06-12 12:28","3.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"13","993.4","...","995.7","2021-06-13 08:11","991.0","2021-06-13 16:39","28.7","32.3","2021-06-13 13:53","25.2","2021-06-13 05:28","...","71","60","2021-06-13 16:59","1.6","123","7.8","306","2021-06-13 11:55","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"14","989.6","...","992.3","2021-06-14 00:02","987.2","2021-06-14 16:57","29.6","32.5","2021-06-14 15:44","27.1","2021-06-14 04:30","...","64","52","2021-06-14 16:06","2.0","264","11.6","259","2021-06-14 12:41","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"15","987.2","...","988.3","2021-06-15 11:50","986.0","2021-06-15 15:46","29.8","32.2","2021-06-15 16:12","27.6","2021-06-15 05:10","...","66","55","2021-06-15 16:12","2.6","266","14.3","248","2021-06-15 13:52","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"16","988.2","...","990.0","2021-06-16 10:24","986.3","2021-06-16 02:38","30.4","33.3","2021-06-16 14:42","27.7","2021-06-16 04:04","...","61","45","2021-06-16 20:42","3.6","259","17.4","260","2021-06-16 12:43","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"17","989.6","...","990.9","2021-06-17 09:18","988.2","2021-06-17 16:39","30.7","33.5","2021-06-17 12:34","27.9","2021-06-17 04:48","...","64","54","2021-06-17 12:19","3.2","260","15.3","251","2021-06-17 15:13","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"18","988.3","...","990.1","2021-06-18 08:49","986.2","2021-06-18 16:35","30.7","33.8","2021-06-18 16:29","28.1","2021-06-18 05:54","...","63","49","2021-06-18 16:30","3.1","263","15.2","260","2021-06-18 14:03","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"19","986.2","...","988.1","2021-06-19 00:02","984.0","2021-06-19 16:13","30.9","34.1","2021-06-19 14:26","28.7","2021-06-19 03:00","...","60","47","2021-06-19 15:05","3.4","264","15.0","263","2021-06-19 13:12","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"20","985.1","...","...","...","...","...","30.7","...","...","...","...","...","62","...","...","2.4","262","...","...","...","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"21","985.9","...","988.3","2021-06-21 22:27","984.6","2021-06-21 15:27","29.5","32.2","2021-06-21 09:28","26.5","2021-06-21 23:53","...","68","54","2021-06-21 09:29","2.4","261","16.9","262","2021-06-21 11:55","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
