"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"13","999.4","...","1001.3","2020-02-13 00:07","996.4","2020-02-13 14:08","20.4","26.8","2020-02-13 11:41","17.6","2020-02-13 23:49","...","79","50","2020-02-13 11:53","1.1","316","7.3","321","2020-02-13 14:20","3.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"14","999.0","...","1002.0","2020-02-14 23:04","996.5","2020-02-14 13:02","18.7","25.1","2020-02-14 11:23","17.0","2020-02-14 16:45","...","93","67","2020-02-14 11:23","1.2","1","7.9","321","2020-02-14 14:52","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"15","998.4","...","1001.9","2020-02-15 00:05","995.5","2020-02-15 15:25","21.3","27.6","2020-02-15 14:55","17.4","2020-02-15 00:01","...","84","56","2020-02-15 14:55","0.9","319","6.2","314","2020-02-15 18:12","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"16","1004.2","...","1009.5","2020-02-16 23:43","997.2","2020-02-16 00:13","11.6","22.6","2020-02-16 00:14","8.2","2020-02-16 17:26","...","90","66","2020-02-16 23:26","2.9","51","12.3","39","2020-02-16 10:32","33.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"17","1010.7","...","1012.9","2020-02-17 20:38","1007.6","2020-02-17 02:46","9.7","10.8","2020-02-17 13:33","9.1","2020-02-17 21:54","...","60","47","2020-02-17 15:35","3.0","53","11.8","29","2020-02-17 14:58","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"18","1009.8","...","1012.3","2020-02-18 08:06","1007.5","2020-02-18 15:06","11.9","15.2","2020-02-18 13:31","8.8","2020-02-18 02:17","...","57","44","2020-02-18 11:09","3.2","70","15.1","40","2020-02-18 13:21","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"19","1007.0","...","1008.5","2020-02-19 08:44","1005.4","2020-02-19 15:39","16.0","20.2","2020-02-19 12:01","12.3","2020-02-19 00:06","...","66","46","2020-02-19 11:55","1.7","91","9.5","66","2020-02-19 01:03","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"20","1008.0","...","1009.7","2020-02-20 09:02","1006.6","2020-02-20 02:21","16.8","21.9","2020-02-20 12:38","13.3","2020-02-20 02:18","...","77","56","2020-02-20 12:39","1.9","67","11.4","99","2020-02-20 16:10","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"21","1009.2","...","1010.6","2020-02-21 09:36","1007.6","2020-02-21 15:05","17.0","20.9","2020-02-21 10:37","15.2","2020-02-21 07:10","...","86","70","2020-02-21 09:21","1.2","315","7.8","316","2020-02-21 11:36","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"22","1009.8","...","1011.5","2020-02-22 22:13","1008.1","2020-02-22 14:31","17.6","22.1","2020-02-22 11:57","15.3","2020-02-22 01:20","...","84","66","2020-02-22 12:41","2.2","77","12.8","60","2020-02-22 14:37","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"23","1007.5","...","1011.1","2020-02-23 00:03","1004.6","2020-02-23 16:22","18.1","20.5","2020-02-23 14:35","15.6","2020-02-23 05:56","...","75","63","2020-02-23 09:26","4.2","84","15.0","95","2020-02-23 14:40","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"24","1003.4","...","1005.3","2020-02-24 00:02","1001.4","2020-02-24 18:00","20.5","25.9","2020-02-24 10:52","17.2","2020-02-24 06:36","...","78","50","2020-02-24 10:52","1.2","127","7.7","81","2020-02-24 00:08","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"25","1001.6","...","1003.6","2020-02-25 10:28","999.6","2020-02-25 15:43","21.5","28.1","2020-02-25 15:51","16.9","2020-02-25 05:54","...","70","42","2020-02-25 15:52","1.0","125","5.9","322","2020-02-25 10:13","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"26","1002.2","...","1004.2","2020-02-26 22:28","1000.4","2020-02-26 03:38","20.8","26.5","2020-02-26 09:47","18.0","2020-02-26 23:59","...","78","50","2020-02-26 09:47","1.7","29","8.9","11","2020-02-26 10:09","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"27","1004.0","...","1006.4","2020-02-27 08:59","1002.3","2020-02-27 23:55","18.2","20.9","2020-02-27 12:29","16.2","2020-02-27 03:15","...","82","68","2020-02-27 12:23","3.2","69","12.3","51","2020-02-27 19:07","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"28","1000.9","...","1002.5","2020-02-28 00:06","999.4","2020-02-28 23:50","19.3","24.3","2020-02-28 09:42","17.8","2020-02-28 18:40","...","85","61","2020-02-28 09:42","1.3","316","9.8","54","2020-02-28 00:22","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"29","998.1","...","999.9","2020-02-29 09:09","996.1","2020-02-29 17:17","21.7","26.9","2020-02-29 10:12","17.6","2020-02-29 03:44","...","72","47","2020-02-29 10:12","0.7","17","5.7","321","2020-02-29 12:54","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
