"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1000.7","...","1003.0","2020-04-01 21:36","996.7","2020-04-01 01:27","16.4","18.6","2020-04-01 00:16","15.2","2020-04-01 15:26","...","85","71","2020-04-01 13:44","2.2","43","10.3","54","2020-04-01 18:14","6.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"02","1002.0","...","1004.4","2020-04-02 07:43","999.0","2020-04-02 02:22","17.8","20.5","2020-04-02 13:58","15.3","2020-04-02 05:08","...","88","77","2020-04-02 14:14","1.5","7","12.1","82","2020-04-02 02:18","11.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"03","1001.6","...","1003.7","2020-04-03 21:10","999.4","2020-04-03 14:04","18.1","22.3","2020-04-03 12:00","16.5","2020-04-03 20:24","...","91","76","2020-04-03 12:00","1.7","4","9.3","39","2020-04-03 14:58","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"04","1003.0","...","1005.4","2020-04-04 21:14","999.9","2020-04-04 03:27","16.2","17.0","2020-04-04 00:01","15.6","2020-04-04 22:29","...","85","71","2020-04-04 19:49","1.8","48","9.0","56","2020-04-04 18:54","1.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"05","1003.5","...","1004.7","2020-04-05 09:40","1002.4","2020-04-05 23:59","16.1","18.2","2020-04-05 10:15","14.3","2020-04-05 17:52","...","74","60","2020-04-05 11:51","2.3","67","10.7","98","2020-04-05 10:30","1.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"06","1000.4","...","1003.4","2020-04-06 00:29","998.4","2020-04-06 22:51","16.9","19.6","2020-04-06 11:56","15.6","2020-04-06 23:59","...","80","67","2020-04-06 11:57","1.9","69","8.7","51","2020-04-06 10:37","7.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"07","999.6","...","1001.0","2020-04-07 20:58","996.7","2020-04-07 03:52","15.3","15.9","2020-04-07 12:00","14.2","2020-04-07 05:26","...","85","69","2020-04-07 18:36","1.9","34","8.4","32","2020-04-07 13:00","2.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"08","999.5","...","1001.1","2020-04-08 20:47","998.3","2020-04-08 15:38","17.4","18.4","2020-04-08 20:49","15.6","2020-04-08 00:01","...","77","69","2020-04-08 20:46","1.4","36","7.1","49","2020-04-08 14:28","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"09","1001.2","...","1002.6","2020-04-09 11:09","999.1","2020-04-09 02:20","19.0","22.3","2020-04-09 15:04","17.0","2020-04-09 07:50","...","73","52","2020-04-09 15:59","2.1","96","10.9","93","2020-04-09 22:20","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
