"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","996.1","...","998.4","2020-05-01 09:04","994.3","2020-05-01 16:49","25.0","29.3","2020-05-01 12:40","21.5","2020-05-01 05:15","...","64","40","2020-05-01 14:06","0.9","4","6.4","321","2020-05-01 13:14","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"02","993.2","...","995.2","2020-05-02 07:54","991.6","2020-05-02 23:58","25.8","29.3","2020-05-02 11:45","23.4","2020-05-02 03:04","...","64","42","2020-05-02 09:20","1.3","110","7.6","322","2020-05-02 12:45","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"03","991.8","...","993.4","2020-05-03 22:35","990.3","2020-05-03 15:06","25.9","29.6","2020-05-03 15:20","23.5","2020-05-03 05:08","...","79","64","2020-05-03 15:41","1.6","267","10.9","260","2020-05-03 10:27","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"04","993.5","...","994.8","2020-05-04 21:58","992.2","2020-05-04 03:27","27.2","32.1","2020-05-04 12:08","24.5","2020-05-05 00:00","...","77","49","2020-05-04 11:58","1.7","263","7.2","319","2020-05-04 13:14","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"05","991.5","...","994.0","2020-05-06 00:00","988.8","2020-05-05 17:27","27.7","31.8","2020-05-05 11:18","25.2","2020-05-05 04:57","...","77","52","2020-05-05 11:13","1.0","128","9.5","264","2020-05-05 14:36","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"06","992.1","...","994.6","2020-05-06 22:01","988.8","2020-05-06 03:20","25.8","30.6","2020-05-06 09:18","21.5","2020-05-06 22:03","...","77","52","2020-05-06 08:43","2.6","94","14.9","254","2020-05-06 02:46","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"07","993.6","...","995.3","2020-05-07 04:52","992.5","2020-05-07 05:00","24.7","27.2","2020-05-07 12:22","21.6","2020-05-07 05:13","...","85","73","2020-05-07 12:25","0.9","130","5.4","138","2020-05-07 05:11","19.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"08","992.9","...","994.3","2020-05-08 07:20","991.2","2020-05-08 15:47","27.0","31.1","2020-05-08 13:50","23.4","2020-05-08 04:14","...","79","65","2020-05-08 09:33","1.3","123","8.2","318","2020-05-08 12:45","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"09","992.0","...","993.2","2020-05-09 06:19","989.9","2020-05-09 17:00","28.4","31.8","2020-05-09 14:02","25.2","2020-05-09 06:30","...","73","58","2020-05-09 15:42","1.7","264","11.3","272","2020-05-09 14:48","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"10","993.2","...","995.3","2020-05-10 21:03","991.4","2020-05-10 15:25","27.8","32.3","2020-05-10 11:19","25.4","2020-05-10 21:54","...","80","62","2020-05-10 11:20","1.5","11","8.4","313","2020-05-10 15:59","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"11","994.0","...","995.6","2020-05-11 08:23","992.5","2020-05-11 17:10","24.9","27.5","2020-05-11 12:38","23.4","2020-05-11 22:24","...","85","74","2020-05-11 12:38","1.5","20","6.8","3","2020-05-11 12:56","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"12","994.7","...","996.5","2020-05-12 22:21","992.6","2020-05-12 04:07","22.4","23.8","2020-05-12 00:33","21.2","2020-05-12 16:09","...","88","73","2020-05-12 21:00","1.8","16","8.5","103","2020-05-12 20:04","6.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"13","996.3","...","998.4","2020-05-13 08:58","994.7","2020-05-13 16:50","25.1","28.4","2020-05-13 13:03","22.0","2020-05-13 00:35","...","64","39","2020-05-13 10:08","3.4","76","11.8","88","2020-05-13 17:17","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"14","995.1","...","996.8","2020-05-14 08:54","993.2","2020-05-14 17:35","26.9","31.1","2020-05-14 12:38","23.0","2020-05-14 04:55","...","68","55","2020-05-14 12:39","1.2","127","6.2","69","2020-05-14 00:05","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
