Date,Supply Power,Load Power,Temperature,Holiday
20200620,38988.0,35313.0,30.76522515894729,0
20200621,35108.0,31624.0,30.525071875149095,2
20200622,40476.0,36627.0,30.811817708306293,0
20200623,40615.0,36847.0,31.288905733918813,0
20200624,41256.0,37170.0,30.92098818009156,0
20200625,35231.0,31852.0,30.9162113193657,2
20200626,34259.0,30352.0,29.250975573820785,2
20200627,34086.0,30466.0,30.389998662615454,2
20200628,34519.0,31107.0,30.507401434635394,2
20200629,40364.0,36351.0,30.641110650895914,0
20200630,41328.0,36682.0,30.28557379235535,0
20200701,40360.0,36331.0,29.339706805013044,0
20200702,40305.0,35847.0,28.262049025155438,0
20200703,39929.0,35798.0,29.477641210874395,0
20200704,36211.0,31924.0,30.209538938531978,2
20200705,34694.0,31219.0,30.495442775639034,2
20200706,40904.0,35888.0,30.36930635104391,0
20200707,40936.0,36326.0,30.504821147683597,0
20200708,41421.0,37106.0,30.69938006911386,0
20200709,41053.0,36686.0,30.858294015216522,0
20200710,41209.0,36830.0,31.008081727050445,0
20200711,36606.0,32935.0,30.966009463293492,2
20200712,35741.0,32223.0,31.37946993591678,2
20200713,41502.0,37528.0,31.63114437968471,0
20200714,41714.0,37790.0,31.12352189342998,0
20200715,40965.0,36755.0,30.117849776117872,0
20200716,40988.0,35903.0,30.26706172660053,0
20200717,41138.0,36882.0,30.799955818104827,0
20200718,37514.0,33193.0,31.382237160057738,2
20200719,35959.0,31831.0,30.499611348882098,2
20200720,41789.0,37521.0,29.20363598642245,0
20200721,41958.0,36825.0,29.638007016448345,0
20200722,41633.0,37367.0,30.51093941623288,0
20200723,41868.0,38020.0,30.207982263709983,0
20200724,41686.0,37557.0,31.32393938730978,0
20200725,37535.0,32838.0,30.39667220531745,2
20200726,35266.0,30548.0,29.32745586816404,2
20200727,41325.0,36760.0,28.833022014437322,0
20200728,40863.0,36333.0,28.398002006818437,0
20200729,41198.0,36353.0,29.65167458591138,0
20200730,41052.0,35592.0,30.00321261521963,0
20200731,40438.0,36300.0,31.082379884450962,0
20200801,36803.0,32682.0,30.701328843577674,2
