Date,Operating Reserve,Temperature,Holiday
20190612,5418.0,25.00573383308003,0
20190613,3593.0,25.908517412632243,0
20190614,4895.0,25.42316688137768,0
20190615,5436.0,26.917868715023832,2
20190616,4962.0,28.38399361634576,2
20190617,3765.0,28.836396609076655,0
20190618,3257.0,29.831007347269704,0
20190619,3657.0,30.682422779416825,0
20190620,3703.0,30.800539899887973,0
20190621,4080.0,30.962809238451435,0
20190622,4190.0,30.037867237337416,2
20190623,4744.0,26.962337039353734,2
20190624,5416.0,26.206567410910516,0
20190625,3514.0,27.354762911759064,0
20190626,4112.0,27.26063675807344,0
20190627,4175.0,28.221480294384982,0
20190628,3567.0,30.004703850174344,0
20190629,3602.0,30.32652204911803,2
20190630,3439.0,30.080179478960186,2
20190701,3634.0,30.429081963461144,0
20190702,4883.0,28.811963388361864,0
20190703,4753.0,28.164067810148854,0
20190704,4895.0,29.463660180320556,0
20190705,5714.0,29.59272704275621,0
20190706,4435.0,29.413776783601453,2
20190707,4313.0,30.24509717898287,2
20190708,4455.0,29.89758277169323,0
20190709,4166.0,29.521207001909435,0
20190710,3897.0,30.05054096105764,0
20190711,4155.0,28.807540133467622,0
20190712,4332.0,29.28367804222207,0
20190713,5138.0,30.42037294089505,2
20190714,3257.0,30.44458704077577,2
20190715,3637.0,30.515949832790852,0
20190716,3224.0,30.84991668747721,0
20190717,3770.0,30.65124199971339,0
20190718,4080.0,29.006442358027883,0
20190719,4510.0,29.082462357681703,0
20190720,6218.0,28.867231649302934,2
20190721,5390.0,28.56952498681489,2
20190722,5758.0,28.11849358799693,0
20190723,4766.0,28.06649814558306,0
20190724,5038.0,29.256471205329113,0
20190725,4636.0,30.16270906036453,0
20190726,3897.0,30.051741165364913,0
20190727,5346.0,28.77857131454702,2
20190728,5714.0,29.25988039180464,2
20190729,4924.0,30.32837288805064,0
20190730,4067.0,30.678512323299195,0
20190731,3729.0,30.853942000685873,0
20190801,4042.0,29.97561712826936,0
20190802,5035.0,29.13259351152543,0
20190803,5875.0,29.546995363820038,2
20190804,3818.0,30.672660458793498,2
20190805,3928.0,30.326640233449986,0
20190806,4771.0,30.199375879325864,0
20190807,4719.0,29.365617166801748,0
20190808,4317.0,28.937527283834385,0
20190809,6977.0,28.723890011934643,0
20190810,4571.0,31.29460082374901,2
20190811,4187.0,30.759017333640855,2
20190812,5793.0,29.251749489583503,0
20190813,4752.0,29.039059172472363,0
20190814,4064.0,29.868457688657468,0
20190815,6355.0,29.70032334176336,0
20190816,6048.0,29.075891484972704,0
20190817,6655.0,29.012167212450393,2
20190818,6143.0,27.355588171487224,2
20190819,6376.0,26.557546289474974,0
20190820,6269.0,27.241204264275158,0
20190821,6430.0,27.4366313018876,0
20190822,4824.0,29.36244634900446,0
20190823,4868.0,30.16028143442984,0
20190824,6973.0,28.66413615926181,2
20190825,5462.0,28.902613890264533,2
20190826,5354.0,29.549948712171215,0
20190827,4692.0,29.610302355068843,0
20190828,4094.0,30.390248205445875,0
20190829,4056.0,30.429565832367125,0
20190830,5615.0,27.824784403655983,0
20190831,4767.0,29.657974200793973,2
20190901,4982.0,29.808013439606878,2
20190902,4606.0,30.122328991589725,0
20190903,4581.0,29.691838461474003,0
20190904,5419.0,26.91534542479601,0
20190905,5876.0,26.88501818025242,0
20190906,5085.0,28.491523541789256,0
20190907,4894.0,28.85181058482192,2
20190908,4192.0,28.566371215011138,2
20190909,4961.0,29.018454113708334,0
20190910,4148.0,28.966439863820433,0
20190911,4575.0,29.866015554973696,0
20190912,4625.0,29.8768343112914,0
20190913,4824.0,29.616309792553256,2
20190914,4394.0,29.091463969497518,2
20190915,5387.0,27.359989817664136,2
20190916,6025.0,27.503919300217625,0
20190917,5975.0,27.458235370858617,0
20190918,6042.0,27.241491104248265,0
20190919,6893.0,26.419481705159605,0
20190920,6345.0,24.315797385216765,0
20190921,5612.0,23.366440940280736,2
20190922,5421.0,25.17215625335056,2
20190923,6619.0,25.4481992684596,0
20190924,6616.0,25.572783065175454,0
20190925,5679.0,26.125045145582998,0
20190926,5659.0,26.503692381162605,0
20190927,6244.0,26.43671480095607,0
20190928,4852.0,26.62183511037969,2
20190929,4315.0,27.68427004034219,2
20190930,7657.0,26.38712881309303,0
20191001,4532.0,27.397109000718846,0
20191002,4077.0,28.312663056977225,0
20191003,3807.0,28.260996693370835,0
20191004,4421.0,27.740869668608635,0
20191005,4561.0,27.881542161494366,0
20191006,3789.0,27.823171578659004,2
20191007,3702.0,28.033861123042897,0
20191008,4351.0,27.388556358476695,0
20191009,4701.0,26.747853492284932,0
20191010,4405.0,26.676682090018627,2
20191011,4490.0,26.625771762403435,2
20191012,4742.0,26.79450600349862,2
20191013,5432.0,26.58931391129833,2
20191014,5091.0,25.854359367586916,0
20191015,5085.0,24.892520411308148,0
20191016,3984.0,24.2410428319273,0
20191017,4582.0,24.91793239743673,0
20191018,4810.0,24.202039305113072,0
20191019,4788.0,23.92735617129493,2
20191020,4420.0,24.01434426778467,2
20191021,4274.0,23.89642661051458,0
20191022,3803.0,24.56868071166014,0
20191023,3779.0,24.957697617775,0
20191024,3829.0,24.972652886873867,0
20191025,4120.0,25.02067086351627,0
20191026,3101.0,24.735922465010912,2
20191027,2762.0,25.007146308019454,2
20191028,4053.0,24.621583194203897,0
20191029,4616.0,23.056812008991134,0
20191030,3666.0,23.977667301961734,0
20191031,3639.0,24.545616399823775,0
20191101,3930.0,25.201988087621178,0
20191102,3378.0,25.12826206156949,2
20191103,3420.0,24.703299399757174,2
20191104,3455.0,23.175151137167155,0
20191105,3769.0,22.88217507122222,0
20191106,3344.0,23.67889309054994,0
20191107,3752.0,23.833544551970192,0
20191108,4741.0,22.990139892744185,0
20191109,3709.0,22.04176390742368,2
20191110,3032.0,21.912663008047215,2
20191111,3607.0,22.124142594781873,0
20191112,3592.0,23.22445440129449,0
20191113,3300.0,23.29301776654916,0
20191114,3823.0,21.798370893540955,0
20191115,3150.0,22.228657483359363,0
20191116,3200.0,23.298042310149867,2
20191117,2590.0,23.736410688688107,2
20191118,3037.0,22.5725241887052,0
20191119,3337.0,19.793408809102793,0
20191120,3347.0,20.518425238883975,0
20191121,2996.0,21.472220639132402,0
20191122,2970.0,22.855582789185707,0
20191123,2695.0,23.59875350178347,2
20191124,3190.0,23.9656253809278,2
20191125,2969.0,22.63459725675101,0
20191126,3312.0,21.784308646123034,0
20191127,3565.0,21.80436014740901,0
20191128,3418.0,19.575237345735133,0
20191129,3392.0,19.928773667677007,0
20191130,3004.0,21.465039590803187,2
20191201,3425.0,21.67216344606258,2
20191202,3462.0,17.70623945137711,0
20191203,3150.0,17.541393647893383,0
20191204,3053.0,17.684036925524175,0
20191205,3022.0,15.526186046713603,0
20191206,3414.0,15.426657958347471,0
20191207,2901.0,15.093006751179809,2
20191208,2956.0,16.706240197559826,2
20191209,3205.0,18.435984000619452,0
20191210,3146.0,19.622328875380944,0
20191211,3202.0,19.618176686646628,0
20191212,2998.0,19.383549900632318,0
20191213,3154.0,20.00034139693844,0
20191214,3035.0,20.715426012528653,2
20191215,2812.0,21.8634539403126,2
20191216,3039.0,21.373141300154867,0
20191217,3189.0,22.85793859809272,0
20191218,3254.0,21.48802173691396,0
20191219,3107.0,20.12057403713531,0
20191220,3146.0,19.294970361561607,0
20191221,2815.0,20.33899448699419,2
20191222,2747.0,20.413362701127586,2
20191223,3330.0,20.274855801720413,0
20191224,3284.0,20.24087596223166,0
20191225,3606.0,21.190104932249366,0
20191226,3263.0,20.937361001298907,0
20191227,3206.0,16.998043453888936,0
20191228,3153.0,19.49819567516171,2
20191229,2899.0,19.007729694457144,2
20191230,3143.0,20.092232531572243,0
20191231,3108.0,17.274019000625266,0
20200101,2790.0,17.149301423135565,2
20200102,3080.0,19.39808223092483,0
20200103,3384.0,20.05062018486615,0
20200104,3636.0,20.203355559180455,2
20200105,2695.0,21.0485163594137,2
20200106,3009.0,20.486423462479824,0
20200107,3104.0,21.424883456352564,0
20200108,3235.0,19.255344769133824,0
20200109,3131.0,19.359837816576423,0
20200110,3298.0,20.747507379716417,0
20200111,3851.0,19.634412980202978,2
20200112,3091.0,16.4571798403695,2
20200113,3157.0,16.93899860934785,0
20200114,3412.0,18.232188682940418,0
20200115,3386.0,18.37482670671099,0
20200116,3005.0,19.321926621737905,0
20200117,3399.0,16.495287195633143,0
20200118,3160.0,15.330327275124844,2
20200119,3334.0,16.005442619986944,2
20200120,3183.0,16.70618823388522,0
20200121,3259.0,18.57865159035083,0
20200122,3887.0,20.907501032270382,0
20200123,3344.0,22.186233748584012,2
20200124,3483.0,21.336000740800408,2
20200125,3551.0,20.150292665702867,2
20200126,3528.0,18.138694460382375,2
20200127,3704.0,16.0283361171453,2
20200128,3653.0,14.287636663822,2
20200129,3304.0,13.06718888447092,2
20200130,2991.0,12.311495060851504,0
20200131,3361.0,12.821882615306787,0
20200201,3890.0,14.714609762039276,2
20200202,3247.0,17.313584433601147,2
20200203,4088.0,17.686521059508497,0
20200204,3302.0,17.417138330592337,0
20200205,3643.0,17.085716827453748,0
20200206,3347.0,19.085144119991565,0
20200207,3767.0,17.258208447118548,0
20200208,3660.0,16.624461471681474,2
20200209,3084.0,15.89515384299692,2
20200210,3146.0,17.47507872686306,0
20200211,3219.0,19.048233647910504,0
20200212,3348.0,21.631139709073146,0
20200213,3246.0,22.48111247034612,0
20200214,3123.0,22.242214870895406,0
20200215,2996.0,23.744857372985482,0
20200216,3985.0,16.679924718727342,2
20200217,3744.0,12.592304660528765,0
20200218,4249.0,14.58592525096357,0
20200219,3564.0,17.35877451844762,0
20200220,3132.0,18.17256833581011,0
20200221,3138.0,19.388742231366425,0
20200222,3674.0,19.386523353102895,2
20200223,3739.0,20.027775214048933,2
20200224,3010.0,21.89002798368649,0
20200225,3124.0,23.098072236969525,0
20200226,3167.0,23.15091687812078,0
20200227,4253.0,20.844532361485403,0
20200228,3286.0,21.749853310876897,2
20200229,2806.0,23.022659721785164,2
20200301,3321.0,22.110699116317832,2
20200302,3295.0,19.31668211326038,0
20200303,3106.0,21.23385038290488,0
20200304,3758.0,19.792263816199785,0
20200305,3518.0,16.542440230306237,0
20200306,3179.0,20.074391975771327,0
20200307,3712.0,22.47968317571447,2
20200308,3379.0,23.454710183552997,2
20200309,3209.0,23.995693852977418,0
20200310,3931.0,19.86187632046052,0
20200311,3255.0,19.06179727402331,0
20200312,3002.0,21.513598953582726,0
20200313,3098.0,21.460318553961518,0
20200314,3826.0,17.42044129000801,2
20200315,3493.0,18.37235012018129,2
20200316,4820.0,20.13585895996932,0
20200317,4143.0,21.198880254984086,0
20200318,4153.0,21.361248101897736,0
20200319,3085.0,21.65539205999211,0
20200320,3700.0,22.623429727295296,0
20200321,3020.0,24.187517910678626,2
20200322,3086.0,25.38116998146103,2
20200323,3771.0,23.16906194374602,0
20200324,4125.0,23.008974510704448,0
20200325,3577.0,24.5196267153716,0
20200326,3187.0,26.4456588221457,0
20200327,3264.0,25.647315525132502,0
20200328,4066.0,20.546890078662948,2
20200329,3489.0,19.255272114179657,2
20200330,3508.0,21.472025506237568,0
20200331,3322.0,22.547661276842167,0
20200401,4095.0,20.374151692706302,0
20200402,4108.0,20.20777675901412,2
20200403,3749.0,21.05467099061198,2
20200404,4414.0,19.819949781903638,2
20200405,4249.0,18.892213797493234,2
20200406,4054.0,18.822204189473407,0
20200407,4037.0,18.393653147242706,0
20200408,3364.0,19.944653518315697,0
20200409,3678.0,21.50359355476734,0
20200410,4650.0,23.286523255242866,0
20200411,3179.0,21.625236443588005,2
20200412,2809.0,17.60645827863111,2
20200413,3328.0,18.006969560577282,0
20200414,3563.0,20.55171607038411,0
20200415,3497.0,21.8726544159368,0
20200416,3144.0,22.890736710470655,0
20200417,3609.0,23.94290026417926,0
20200418,3489.0,25.34060915909918,2
20200419,3028.0,26.087502259190483,2
20200420,4091.0,25.246875051032475,0
20200421,4376.0,23.93795126240353,0
20200422,4031.0,21.335128098470182,0
20200423,3948.0,19.804166023695704,0
20200424,3948.0,18.547698433071357,0
20200425,3166.0,21.591247466419176,2
20200426,3120.0,22.6365570934055,2
20200427,3810.0,23.510504044585517,0
20200428,4687.0,24.66358548865457,0
20200429,3346.0,25.519155715059245,0
20200430,4864.0,25.90759303904499,0
20200501,3512.0,26.684127586723402,0
20200502,3414.0,27.36269745783502,2
20200503,2967.0,27.730154833523883,2
20200504,3476.0,28.67913804643128,0
20200505,3400.0,28.7733501151048,0
20200506,3426.0,27.761132890064108,0
20200507,3736.0,27.369631623663608,0
20200508,3414.0,28.646650621291904,0
20200509,3823.0,29.639108341019934,2
20200510,3015.0,29.167960253905182,2
20200511,3350.0,27.39189266981299,0
20200512,3766.0,25.236840985345275,0
20200513,4199.0,27.071330143463413,0
20200514,3382.0,28.405410350642878,0
20200515,3622.0,28.999322937050987,0
20200516,3947.0,28.055642844661335,2
20200517,4241.0,28.4703947422743,2
20200518,4085.0,26.772234810487635,0
20200519,4626.0,24.248010153956457,0
20200520,4951.0,25.06839310715557,0
20200521,3983.0,25.138504593580272,0
20200522,3675.0,24.4573068993827,0
20200523,4061.0,24.620494152771613,2
20200524,4289.0,26.731812447832198,2
20200525,3942.0,27.50358312655815,0
20200526,3563.0,27.69587771973659,0
20200527,4932.0,25.048465056294283,0
20200528,5261.0,24.874943826815155,0
20200529,4098.0,26.494222233883878,0
20200530,4186.0,28.495008422996055,2
20200531,3430.0,29.201994925590597,2
20200601,3633.0,29.28028314331057,0
20200602,4071.0,29.175090274346307,0
20200603,4163.0,29.85847073645726,0
20200604,3754.0,30.119237862436076,0
20200605,3682.0,30.175484968302218,0
20200606,4240.0,29.687213676085637,2
20200607,4535.0,27.447358143174476,2
20200608,4580.0,26.423206386247532,0
20200609,4515.0,27.131237238823054,0
20200610,4367.0,29.052577575019956,0
20200611,3986.0,29.521176487929605,0
20200612,3586.0,30.099939944524372,0
20200613,3764.0,30.382866366688987,2
20200614,4572.0,28.831206865517018,2
20200615,5033.0,29.70409806602286,0
20200616,4022.0,30.194748898203127,0
20200617,3975.0,30.501200773118683,0
20200618,4191.0,30.65608162455964,0
20200619,3862.0,30.735714341197426,0
20200620,3675.0,30.77288665613082,0
20200621,3484.0,30.53254224510352,2
20200622,3849.0,30.81880588380969,0
20200623,3768.0,31.295630990142254,0
20200624,4086.0,30.926079636166204,0
20200625,3379.0,30.918945609580206,2
20200626,3907.0,29.25092619317215,2
20200627,3620.0,30.394669191210728,2
20200628,3412.0,30.509740644627243,2
20200629,4013.0,30.64201697957105,0
20200630,4646.0,30.28749818576683,0
20200701,4029.0,29.340199859534167,0
20200702,4458.0,28.26153893578321,0
20200703,4131.0,29.48188290399387,0
20200704,4287.0,30.2158763399102,2
20200705,3475.0,30.49857850358929,2
20200706,5016.0,30.374119545687265,0
20200707,4610.0,30.507258431145964,0
20200708,4315.0,30.703588233628334,0
20200709,4367.0,30.862118224332253,0
20200710,4379.0,31.014971318143377,0
20200711,3671.0,30.96927908291454,2
20200712,3518.0,31.38569205663429,2
20200713,3974.0,31.63693406858018,0
20200714,3924.0,31.12812946123223,0
20200715,4210.0,30.124091346708717,0
20200716,5085.0,30.272574256341773,0
20200717,4256.0,30.80583706929279,0
20200718,4321.0,31.385345968530782,2
20200719,4128.0,30.50149188835174,2
20200720,4268.0,29.206177750629777,0
20200721,5133.0,29.641711197566366,0
20200722,4266.0,30.514856204169778,0
20200723,3848.0,30.209646955883414,0
20200724,4129.0,31.328971045236226,0
20200725,4697.0,30.396814784546166,2
20200726,4718.0,29.324021229999016,2
20200727,4565.0,28.832742130325947,0
20200728,4530.0,28.404198641666117,0
20200729,4845.0,29.658991663732394,0
20200730,5460.0,30.006975438295182,0
20200731,4138.0,31.086401988320038,0
20200801,4121.0,30.70940897864529,2
20200802,3810.0,29.634790456910302,2
20200803,4898.0,26.41801222063791,0
20200804,4353.0,27.16462597928071,0
20200805,4387.0,29.23743207826013,0
20200806,3853.0,30.386833300274994,0
20200807,3860.0,30.26286027857202,0
20200808,3871.0,30.17283682091181,2
20200809,3187.0,30.01134715765244,2
20200810,3726.0,29.204158066452216,0
20200811,4384.0,27.775446099522547,0
20200812,4270.0,28.98761940375965,0
20200813,4651.0,29.300745791269577,0
20200814,5022.0,28.870287230801594,0
20200815,4941.0,27.970722940341528,2
20200816,4622.0,28.633211057228973,2
20200817,4585.0,29.779942474206084,0
20200818,4236.0,29.865273812662757,0
20200819,3869.0,30.37180939459934,0
20200820,4384.0,30.372523081663644,0
20200821,3862.0,30.13047155138664,0
20200822,3398.0,27.842563038524496,2
20200823,3297.0,28.793519898582762,2
20200824,3695.0,29.974050224090288,0
20200825,3812.0,30.680491499541617,0
20200826,3796.0,28.734939075710816,0
20200827,4545.0,27.351585451712406,0
20200828,4272.0,28.487415463462334,0
20200829,4174.0,29.165243225287913,2
20200830,4086.0,30.01462441046214,2
20200831,4719.0,28.44035019088516,0
20200901,4478.0,29.06843578024381,0
20200902,3868.0,30.559667026363424,0
20200903,4811.0,28.44652584364059,0
20200904,4870.0,29.039841918134822,0
20200905,3922.0,28.70495877554598,2
20200906,3873.0,27.78868822486375,2
20200907,4362.0,28.15735899761485,0
20200908,4155.0,29.16823961981869,0
20200909,4176.0,29.150760730214397,0
20200910,4255.0,28.40083187751252,0
20200911,4084.0,29.0236333006175,0
20200912,3383.0,28.562509762302277,2
20200913,3024.0,28.122739251406262,2
20200914,3718.0,29.15304121136524,0
20200915,3725.0,29.404892934096225,0
20200916,3733.0,29.745556442208184,0
20200917,3724.0,30.264010513102754,0
20200918,3729.0,29.941432663463093,0
20200919,3317.0,29.48727804351872,2
20200920,3885.0,27.832833843520472,2
20200921,4562.0,28.022133100279678,0
20200922,5125.0,27.776815497701115,0
20200923,4772.0,27.98556888755718,0
20200924,5434.0,26.375850946456314,0
20200925,5274.0,25.483356706589277,0
20200926,4547.0,25.794689900839046,0
20200927,4489.0,24.136939536509225,2
20200928,4555.0,24.483445667470523,0
20200929,4259.0,25.88496316456821,0
20200930,5285.0,24.120052192422417,0
20201001,4645.0,26.225634935736235,2
20201002,3460.0,27.31102473944309,2
20201003,3418.0,28.076590071011516,2
20201004,3591.0,28.62612093921406,2
20201005,4539.0,26.09806311152196,0
20201006,4239.0,25.378572421588583,0
20201007,4100.0,25.070015338947687,0
20201008,4718.0,25.042573454501174,0
20201009,4310.0,24.654423343579893,2
20201010,3295.0,25.177519313135146,2
20201011,3088.0,26.41231862637794,2
20201012,3361.0,27.04690447020324,0
20201013,3465.0,26.212520114058307,0
20201014,3992.0,26.42973476323959,0
20201015,3926.0,26.485341644340817,0
20201016,3801.0,26.256965630885556,0
20201017,4087.0,24.741325947103103,2
20201018,3946.0,24.088461654435083,2
20201019,4505.0,24.244709634925215,0
20201020,4244.0,25.085013519668614,0
20201021,3309.0,25.91589125744814,0
20201022,4341.0,23.223307451190934,0
20201023,4003.0,20.979808766827265,0
20201024,3892.0,23.184623932782888,2
20201025,4025.0,24.669564442754726,2
20201026,3503.0,25.76261622177969,0
20201027,3402.0,26.15129847106551,0
20201028,3470.0,26.125496720679898,0
20201029,3707.0,25.22290226174707,0
20201030,4215.0,23.944150725726903,0
20201031,3719.0,23.736614219196554,2
20201101,3569.0,24.97038088284791,2
20201102,3523.0,24.707492163705393,0
20201103,3189.0,22.641439073294897,0
20201104,3551.0,22.64726287643771,0
20201105,3319.0,23.66919575510112,0
20201106,3263.0,25.938553578640292,0
20201107,3199.0,25.755410683978596,2
20201108,3928.0,21.515264457855753,2
20201109,4080.0,21.12833748718569,0
20201110,3590.0,21.084251942353347,0
20201111,3708.0,22.62089861438152,0
20201112,3190.0,22.905492877227314,0
20201113,3373.0,22.753125389337647,0
20201114,3364.0,22.843424708299132,2
20201115,3463.0,24.509398660528642,2
20201116,3147.0,25.0535307194553,0
20201117,3202.0,25.618389079603812,0
20201118,3361.0,25.58349297667757,0
20201119,3314.0,26.2618367483119,0
20201120,3643.0,26.007957506484907,0
20201121,2928.0,25.281503341644708,2
20201122,2765.0,24.760899775246095,2
20201123,3144.0,23.316913203599068,0
20201124,3134.0,23.683006043529485,0
20201125,3306.0,24.621090915451813,0
20201126,3144.0,25.20514687475134,0
20201127,3495.0,22.68387940757741,0
20201128,2977.0,21.19511139620999,2
20201129,3287.0,20.382996869151906,2
20201130,3320.0,20.22246009956157,0
20201201,3237.0,20.418773522721843,0
20201202,3050.0,20.65877061627903,0
20201203,3168.0,18.296983966184957,0
20201204,3084.0,18.4165225830668,0
20201205,3618.0,19.39810035949493,2
20201206,2691.0,20.618373214046855,2
20201207,3106.0,21.445243589816517,0
20201208,3164.0,19.905012115377215,0
20201209,3094.0,19.87921401639388,0
20201210,3086.0,21.683099622180784,0
20201211,3129.0,21.43385369791331,0
20201212,3282.0,20.936617252857406,2
20201213,2830.0,20.954776080049015,2
20201214,3022.0,19.24605514302457,0
20201215,3012.0,17.319761609303256,0
20201216,3020.0,17.37927867740705,0
20201217,3000.0,18.16752725386475,0
20201218,3047.0,19.514281594553307,0
20201219,3047.0,17.900745381480714,2
20201220,3616.0,17.559193004622724,2
20201221,3072.0,16.89768701097127,0
20201222,3199.0,19.275352906195106,0
20201223,3076.0,19.638443015157964,0
20201224,3545.0,19.172747425776684,0
20201225,3418.0,18.53227646950134,0
20201226,3066.0,20.281489916472186,2
20201227,2869.0,20.253495795657987,2
20201228,3135.0,20.96745081295077,0
20201229,3094.0,21.704586571047635,0
20201230,3118.0,14.005329646701448,0
20201231,3154.0,10.671264540547476,0
20210101,2767.0,13.801993102947588,2
20210102,2936.0,15.01232510348851,2
20210103,3037.0,17.718114912504266,2
20210104,3032.0,18.156633310464667,0
20210105,3067.0,17.477831804667957,0
