Date,Operating Reserve,Temperature,Holiday
20200618,4191.0,30.647236168761616,0
20200619,3862.0,30.728043569565873,0
20200620,3675.0,30.76522515894729,0
20200621,3484.0,30.525071875149095,2
20200622,3849.0,30.811817708306293,0
20200623,3768.0,31.288905733918813,0
20200624,4086.0,30.92098818009156,0
20200625,3379.0,30.9162113193657,2
20200626,3907.0,29.250975573820785,2
20200627,3620.0,30.389998662615454,2
20200628,3412.0,30.507401434635394,2
20200629,4013.0,30.641110650895914,0
20200630,4646.0,30.28557379235535,0
20200701,4029.0,29.339706805013044,0
20200702,4458.0,28.262049025155438,0
20200703,4131.0,29.477641210874395,0
20200704,4287.0,30.209538938531978,2
20200705,3475.0,30.495442775639034,2
20200706,5016.0,30.36930635104391,0
20200707,4610.0,30.504821147683597,0
20200708,4315.0,30.69938006911386,0
20200709,4367.0,30.858294015216522,0
20200710,4379.0,31.008081727050445,0
20200711,3671.0,30.966009463293492,2
20200712,3518.0,31.37946993591678,2
20200713,3974.0,31.63114437968471,0
20200714,3924.0,31.12352189342998,0
20200715,4210.0,30.117849776117872,0
20200716,5085.0,30.26706172660053,0
20200717,4256.0,30.799955818104827,0
20200718,4321.0,31.382237160057738,2
20200719,4128.0,30.499611348882098,2
20200720,4268.0,29.20363598642245,0
20200721,5133.0,29.638007016448345,0
20200722,4266.0,30.51093941623288,0
20200723,3848.0,30.207982263709983,0
20200724,4129.0,31.32393938730978,0
20200725,4697.0,30.39667220531745,2
20200726,4718.0,29.32745586816404,2
20200727,4565.0,28.833022014437322,0
20200728,4530.0,28.398002006818437,0
20200729,4845.0,29.65167458591138,0
20200730,5460.0,30.00321261521963,0
20200731,4138.0,31.082379884450962,0
20200801,4121.0,30.701328843577674,2
20200802,3810.0,29.629415723637518,2
20200803,4898.0,26.41634131882926,0
20200804,4353.0,27.160954087909918,0
20200805,4387.0,29.234546150767486,0
20200806,3853.0,30.38247610321247,0
20200807,3860.0,30.25723863093353,0
20200808,3871.0,30.16846494828821,2
20200809,3187.0,30.0076150886147,2
20200810,3726.0,29.199286625239882,0
20200811,4384.0,27.771417799426434,0
20200812,4270.0,28.982550308278263,0
20200813,4651.0,29.297331126772438,0
20200814,5022.0,28.866114803956975,0
20200815,4941.0,27.961826471759554,2
20200816,4622.0,28.62458825366007,2
20200817,4585.0,29.774120861245986,0
20200818,4236.0,29.85947425707794,0
20200819,3869.0,30.36549452080226,0
20200820,4384.0,30.36602634746437,0
20200821,3862.0,30.126128297697353,0
20200822,3398.0,27.84108174015236,2
20200823,3297.0,28.78777870933245,2
20200824,3695.0,29.965588644492787,0
20200825,3812.0,30.67101681272834,0
20200826,3796.0,28.72757607826938,0
20200827,4545.0,27.350890392807887,0
20200828,4272.0,28.483849938285015,0
20200829,4174.0,29.163482059888622,2
